Predictor variable,Categorical,Sample average
humanmod_sept20,false,0.25389078976995705
mar_sept20,false,13.834443274612132
mcmt_sept20,false,-11.91218151687195
msp_sept20,false,258.9091889075791
mwmt_sept20,false,18.252138658840224
pas_sept20,false,121.13351972867163
propgrass_sept20,false,0.6037357856119933
proptree_sept20,false,0.17218243118077928
rugg_sept20,false,0.005091642388739927
