X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-426917.14,351941.3605,train,2.322562670766573E-4,64.12662681862066,0.7684589996642839
-882963.896,172856.2271,train,2.0725502356624606E-4,51.92238381729373,0.728966743857705
-412501.1716,-110520.6856,train,3.836762847732891E-4,95.80121411197187,0.9107936892549855
-699823.2884,926930.7903,train,2.0862022468572886E-4,52.62749338092373,0.7312875004013109
-1008599.689,785677.8794,train,3.413820125880578E-4,92.52515026432124,0.8835611391813942
-1029111.849,-156365.4679,train,2.6832717134528915E-4,79.25126205334367,0.8155194863851536
-1024126.168,118383.7717,train,3.150251431964193E-4,89.13083001441287,0.8625321486574378
-565852.4799,-253709.1959,train,1.4720183711579242E-4,24.18584378250241,0.6043536681320482
-1021849.606,83899.4048,train,4.0066239218099973E-4,96.95317496326321,0.9198455724587344
-538501.8128,802707.2438,train,2.2872279831601933E-4,62.352657659825574,0.7632476804224977
-852966.4777,-96899.9365,train,1.599348946533428E-4,27.192013344510755,0.6348477830248628
-607526.4349,-259479.2219,train,1.6301633592410387E-4,28.09580297194001,0.641867121169275
-954127.6586,777999.3327,train,2.2928224386891105E-4,62.59173941281895,0.7640805240238342
-1093050.976,-49987.7351,train,1.9474603235972146E-4,45.12089117623603,0.7067467612495987
-342819.3317,358654.0767,train,2.1086821828280848E-4,53.90751535886744,0.7350657277569097
-86170.76,575047.3424,train,3.055976982747222E-4,87.72583821524687,0.8541214815530715
-909978.9545,49794.5614,train,1.156172441627161E-4,20.853010855403067,0.5172619101114063
-433581.2715,896008.1518,train,2.637877116225069E-4,77.98386147187247,0.8101682389271395
-1127159.195,1344235.897,train,1.390889652566889E-4,23.193791330521723,0.5836091957148403
-681922.0755,1720355.06,train,2.4145345628435537E-5,5.000739074339464,0.14109177716391064
-702861.2627,1786887.645,train,2.2454361234251142E-5,4.592158780750549,0.1318941083254478
-63032.5633,556477.6515,train,2.0774985917282364E-4,52.20667185718035,0.7298102402628681
-330710.6221,648700.814,train,1.84041062952826E-4,38.40815319902957,0.6862903503153246
-1005621.091,-126486.7878,train,3.442101718115392E-4,92.98277445212265,0.8856171031665467
-483061.0053,759037.8348,train,2.914737738858484E-4,85.28999065712897,0.840548183136679
-692217.9924,1774326.692,train,2.461172886474816E-5,5.135678659494273,0.14361135802957548
-847574.174,337374.9147,train,2.496073203797599E-4,72.98648027245682,0.7924314848783487
-772451.4642,887474.9718,train,2.4792479432775825E-4,72.30837747669955,0.7902199026333618
-1290213.932,1425069.5,train,6.079277779271151E-5,13.842237603438084,0.3181447712342147
