Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.77344E-8,0.000001773,0.00005426,1,0,0
2.10903E-8,0.000003882,0.000064527,0.999876207,0,0
6.2735E-8,0.000015755,0.000191929,0.999628621,0,0
1.00158E-7,0.000034361,0.000306403,0.999381035,0,0
1.05427E-7,0.00005544,0.000322518,0.999133449,0,0
1.6086E-7,0.000100689,0.000492055,0.99876207,0,0
1.99002E-7,0.000264048,0.000608692,0.997647933,0,0
2.4541E-7,0.000518899,0.000750586,0.996286209,0,0
2.76904E-7,0.001022499,0.000846871,0.993934142,0,0
3.39707E-7,0.002522047,0.001038846,0.987868284,0,0
4.3811E-7,0.005002204,0.001339566,0.979945531,0,0
5.97958E-7,0.01004563,0.001827869,0.967813815,0,0
9.09873E-7,0.025059053,0.00278002,0.943426591,0,0
1.28856E-6,0.050045614,0.003934787,0.91507799,0,0
1.97396E-6,0.100061507,0.006021421,0.876454568,0,0
3.24671E-6,0.200292651,0.009884615,0.828794256,0,0
4.22956E-6,0.300381953,0.012857581,0.795617727,0,0
5.15861E-6,0.40006637,0.015659634,0.769249814,0,0
6.19497E-6,0.500300699,0.018775912,0.747090864,0,0
7.24497E-6,0.600672674,0.021923164,0.728645704,0,0
8.13323E-6,0.700321566,0.024577754,0.712552612,0,0
8.63201E-6,0.75053548,0.026065197,0.705125031,0,0
9.03695E-6,0.800033014,0.027271137,0.698192622,0,0
9.71437E-6,0.900434191,0.029285193,0.684946769,0,0
1.05015E-5,1.000743811,0.031620245,0.67269126,0,0
1.12155E-5,1.100770087,0.033733358,0.661302303,0,0
1.18327E-5,1.201030102,0.035556423,0.65053231,0,0
1.24202E-5,1.300467449,0.037288485,0.640381282,0,0
1.30736E-5,1.40001622,0.039211176,0.630725427,0.001709402,0
1.37224E-5,1.500373902,0.04111643,0.621440951,0.001709402,0
1.55804E-5,1.751306144,0.046552086,0.600272345,0.005128205,0
1.72145E-5,2.000302318,0.051307294,0.581455806,0.005128205,0
1.89754E-5,2.250590303,0.056404691,0.564248576,0.005128205,0
2.06556E-5,2.501656943,0.061243236,0.548526863,0.005128205,0
2.21072E-5,2.750479122,0.065403515,0.534166873,0.005128205,0
2.34856E-5,3.000751606,0.06933666,0.520549641,0.006837607,0
2.50041E-5,3.250789174,0.073650643,0.50779896,0.008547009,0
2.69081E-5,3.502019843,0.079031377,0.495791037,0.011965812,0
2.8844E-5,3.752447304,0.08447038,0.484649666,0.017094017,0
3.07976E-5,4.00297243,0.089926436,0.474251052,0.017094017,0
3.27245E-5,4.250786917,0.095276083,0.464595197,0.023931624,0
