Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.47655E-11,0.000000002,0.000000071,0.999450197,0,0
2.64582E-11,0.000000005,0.000000127,0.999358563,0,0
6.29394E-11,0.000000016,0.000000303,0.999175296,0,0
1.18515E-10,0.000000034,0.000000571,0.998992028,0,0
2.14927E-10,0.000000106,0.000001035,0.998625493,0,0
3.43857E-10,0.000000268,0.000001657,0.99807569,0,0
1.06591E-9,0.000001027,0.000005135,0.997159351,0,0
2.07839E-9,0.000002586,0.000010013,0.996243013,0,0
5.54172E-9,0.000010274,0.000026698,0.994318702,0,0
1.06774E-8,0.000025148,0.000051439,0.992669294,0,0
1.80668E-8,0.000050169,0.000087036,0.991111518,0,0
3.02839E-8,0.000102638,0.000145887,0.98900394,0,0
5.67015E-8,0.000250709,0.000273132,0.98588839,0,0
9.56734E-8,0.000500255,0.000460817,0.982864474,0,0
1.323E-7,0.001010223,0.000637173,0.978832585,0,0
1.86343E-7,0.002508959,0.000897335,0.970310639,0,0
2.58073E-7,0.005022763,0.001242539,0.959772748,0,0
3.83193E-7,0.010003027,0.001844396,0.945386237,0,0
6.41771E-7,0.025024135,0.003087071,0.919087327,0,0
9.44714E-7,0.0500235,0.004540982,0.889947769,0,0
1.4617E-6,0.100070299,0.007017266,0.850911757,0,0
2.61644E-6,0.200118237,0.012526042,0.804728306,0,0
3.81587E-6,0.30016671,0.018215653,0.775680381,0,0
4.88583E-6,0.400131272,0.023263496,0.754512966,0,0
5.72785E-6,0.500327481,0.027217652,0.737285806,0,0
6.38339E-6,0.600443285,0.030285036,0.722166224,0.00094518,0
7.13609E-6,0.700414417,0.033795097,0.708604417,0.00094518,0
7.48423E-6,0.750173489,0.035414306,0.702373316,0.001890359,0
7.84875E-6,0.800022818,0.037106749,0.696417117,0.001890359,0
8.50749E-6,0.900656793,0.040157736,0.685146156,0.002835539,0
9.14076E-6,1.000492757,0.043081645,0.674791533,0.002835539,0
9.76735E-6,1.100760144,0.045965964,0.665078347,0.002835539,0
1.04858E-5,1.200902126,0.049262441,0.656006598,0.003780718,0
1.11612E-5,1.300750857,0.052351059,0.647576285,0.004725898,0
1.18736E-5,1.401123548,0.055597994,0.639604142,0.005671078,0
1.25559E-5,1.501114458,0.058697156,0.632090168,0.005671078,0
1.39573E-5,1.751064131,0.065030614,0.614771374,0.006616257,0
1.5364E-5,2.001309093,0.071345564,0.599101988,0.007561437,0
1.71137E-5,2.251103594,0.079140873,0.584990378,0.007561437,0
1.86464E-5,2.501357408,0.085915525,0.572161642,0.008506616,0
2.00824E-5,2.751469413,0.092217656,0.560340878,0.008506616,0
2.15476E-5,3.001605253,0.098602908,0.549344818,0.008506616,0
2.31615E-5,3.250982943,0.105584386,0.539081829,0.008506616,0
