X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-641964.6407,995446.7775,train,5.752390678681622E-4,72.88749470806569,0.6408384130066133
-906279.8783,-278305.692,train,8.574713874814051E-4,87.11949453349239,0.7267523081842678
-748350.2392,563714.2054,train,5.927482043253014E-4,74.15161866022297,0.6477101265860301
-207187.4268,750734.2609,train,2.8831099372367134E-4,36.92489679385356,0.47209377086291854
-249651.2885,-373874.4715,train,2.0568800023853184E-4,23.984402129645098,0.3894985997661243
-803996.0937,479543.6486,train,3.9977948900248836E-4,53.5198307211654,0.5535766090240086
-790673.2054,882975.2391,train,3.5799342226419266E-4,47.62770969057833,0.5261595512642366
-120729.8306,715153.6093,train,5.482337351180212E-4,70.11665478396705,0.6296978820102975
-731583.8369,-250679.7749,train,8.381490348562131E-4,86.61637968672723,0.7222029043743579
-515702.2813,-28866.6903,train,3.395793903783898E-4,45.03023590301415,0.5129788310620609
-963188.7139,293579.8762,train,7.847385761355742E-5,9.230318275726049,0.19575891096278797
-1046210.918,130695.8065,train,3.919297402889609E-4,52.270695013460866,0.5486708482912391
22306.7576,510114.0591,train,3.5218644743475043E-4,46.67049123572558,0.5220806142219501
-1134250.801,1075750.551,train,8.8736226758798E-5,10.10096360021062,0.21583376106624894
-667659.6359,1761358.597,train,3.2456131029100576E-5,4.344792699037372,0.09146380455961346
-924206.892,-44733.9462,train,2.1361164823664576E-4,25.179812292604623,0.39852346669395294
-848865.6709,333463.3865,train,2.726389058722981E-4,34.52146795082766,0.45818972599414354
-553185.1797,804199.7926,train,7.06533165309564E-4,80.8648016433759,0.6866683840578754
-1001811.628,821677.2898,train,8.347859093544329E-4,86.35894368610053,0.7213955408610493
-334920.4871,269826.6544,train,3.38294696952727E-4,44.884698999490325,0.5120318329519095
-1063728.989,854267.6186,train,1.0386463730240394E-4,11.470151377769216,0.24366459088357773
-811365.2338,129203.3991,train,6.046786200921914E-4,75.09285904669275,0.6522437038385457
-983194.3174,779385.5438,train,0.0031413783584867414,99.34950689048291,0.9069234837790591
-603177.8253,-181783.1658,train,2.9350415533726366E-4,37.627624725993485,0.4765449827911496
-823482.2241,-180330.2486,train,0.0014075047514999798,96.66905143115706,0.8136332128802735
-845286.3132,788267.6904,train,3.948412846621573E-4,52.82556130777848,0.5505029682586173
