Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
2.11011E-11,0.000000002,0.000000101,0.999906959,0,0
8.94861E-11,0.000000011,0.000000428,0.999813919,0,0
1.80319E-10,0.00000004,0.000000861,0.999627838,0,0
5.79075E-10,0.000000157,0.000002766,0.999348716,0,0
7.14388E-10,0.000000287,0.000003413,0.999162635,0,0
1.40476E-9,0.000001056,0.000006711,0.998511351,0,0
3.42577E-9,0.000002648,0.000016366,0.997860067,0,0
7.99943E-9,0.000010078,0.000038215,0.99674358,0,0
1.78653E-8,0.000025042,0.000085342,0.995813175,0,0
2.34017E-8,0.000052306,0.000111786,0.994603647,0,0
3.40436E-8,0.000100317,0.000162612,0.993021958,0,0
6.82851E-8,0.000250785,0.000326116,0.990323781,0,0
1.36023E-7,0.00050009,0.000649411,0.988090808,0,0
1.78019E-7,0.001000773,0.000849737,0.98520655,0,0
2.28951E-7,0.002503387,0.001092585,0.978414589,0,0
3.18751E-7,0.005028142,0.001520473,0.969761816,0,0
4.64307E-7,0.010004712,0.002213255,0.957666543,0,0
7.25547E-7,0.02502472,0.003454228,0.934313361,0,0
1.04029E-6,0.050070454,0.004945281,0.907610718,0,0
1.70315E-6,0.100064399,0.008070878,0.872906587,0,0
2.71843E-6,0.200135664,0.01282043,0.830200968,0,0
3.61658E-6,0.30030295,0.016984282,0.800707108,0,0
4.43227E-6,0.400331043,0.020735515,0.777540007,0,0
5.30552E-6,0.500109268,0.024719851,0.758373651,0,0
6.14745E-6,0.600380165,0.028530693,0.741998511,0,0
6.78893E-6,0.700094489,0.031414346,0.727670264,0,0
7.16583E-6,0.750225887,0.033100627,0.720971344,0,0
7.45108E-6,0.800672452,0.034372975,0.714551544,0,0
8.07447E-6,0.900653633,0.037141955,0.702549311,0.001153403,0
8.67946E-6,1.000175046,0.03981408,0.691477484,0.001153403,0
9.2993E-6,1.100624792,0.04253644,0.681056941,0.002306805,0
1.01352E-5,1.200722092,0.046183199,0.671473763,0.002306805,0
1.0752E-5,1.300022513,0.048856746,0.662634909,0.002306805,0
