variable,x,y
100kmsq_pas_final,-726.475,0.0
100kmsq_pas_final,-708.7276,0.0
100kmsq_pas_final,-690.9802,0.0
100kmsq_pas_final,-673.2328,0.0
100kmsq_pas_final,-655.4854,0.0
100kmsq_pas_final,-637.738,0.0
100kmsq_pas_final,-619.9906,0.0
100kmsq_pas_final,-602.2432,0.0
100kmsq_pas_final,-584.4958,0.0
100kmsq_pas_final,-566.7484,0.0
100kmsq_pas_final,-549.001,0.0
100kmsq_pas_final,-531.2536,0.0
100kmsq_pas_final,-513.5062,0.0
100kmsq_pas_final,-495.7588,0.0
100kmsq_pas_final,-478.0114,0.0
100kmsq_pas_final,-460.264,0.0
100kmsq_pas_final,-442.5166,0.0
100kmsq_pas_final,-424.76919999999996,0.0
100kmsq_pas_final,-407.0218,0.0
100kmsq_pas_final,-389.2744,0.0
100kmsq_pas_final,-371.52700000000004,0.0
100kmsq_pas_final,-353.7796,0.0
100kmsq_pas_final,-336.0322,0.0
100kmsq_pas_final,-318.2848,0.0
100kmsq_pas_final,-300.5374,0.0
100kmsq_pas_final,-282.78999999999996,0.0
100kmsq_pas_final,-265.0426,0.0
100kmsq_pas_final,-247.29519999999997,0.0
100kmsq_pas_final,-229.54779999999994,0.0
100kmsq_pas_final,-211.80039999999997,0.0
100kmsq_pas_final,-194.053,0.0
100kmsq_pas_final,-176.30560000000003,0.0
100kmsq_pas_final,-158.55819999999994,0.0
100kmsq_pas_final,-140.81079999999997,0.0
100kmsq_pas_final,-123.06339999999989,0.0
100kmsq_pas_final,-105.31600000000003,0.0
100kmsq_pas_final,-87.56859999999995,0.0
100kmsq_pas_final,-69.82119999999998,0.0
100kmsq_pas_final,-52.073800000000006,0.0
100kmsq_pas_final,-34.32639999999992,0.0
100kmsq_pas_final,-16.579000000000065,0.0
100kmsq_pas_final,1.1684000000000196,0.0
100kmsq_pas_final,18.91579999999999,0.6507228016853333
100kmsq_pas_final,36.663200000000074,0.6211270689964294
100kmsq_pas_final,54.410600000000045,0.59060138463974
100kmsq_pas_final,72.15800000000013,0.5593609809875488
100kmsq_pas_final,89.90539999999999,0.5276433229446411
100kmsq_pas_final,107.65280000000007,0.4957009255886078
100kmsq_pas_final,125.40020000000004,0.4637935757637024
100kmsq_pas_final,143.14760000000012,0.4321799576282501
100kmsq_pas_final,160.8950000000001,0.4011092185974121
100kmsq_pas_final,178.64239999999995,0.3708135485649109
100kmsq_pas_final,196.38980000000004,0.34150126576423645
100kmsq_pas_final,214.1372,0.3133520781993866
100kmsq_pas_final,231.8846000000001,0.28651365637779236
100kmsq_pas_final,249.63200000000006,0.26109981536865234
100kmsq_pas_final,267.37940000000015,0.2371908277273178
100kmsq_pas_final,285.1268,0.21483463048934937
100kmsq_pas_final,302.8742000000001,0.19404953718185425
100kmsq_pas_final,320.62160000000006,0.17482763528823853
100kmsq_pas_final,338.369,0.15713858604431152
100kmsq_pas_final,356.1164000000002,0.1409335881471634
100kmsq_pas_final,373.86379999999997,0.12614963948726654
100kmsq_pas_final,391.61120000000017,0.1127130389213562
100kmsq_pas_final,409.35860000000014,0.10054295510053635
100kmsq_pas_final,427.1059999999999,0.0895543098449707
100kmsq_pas_final,444.8534000000001,0.07966026663780212
100kmsq_pas_final,462.60080000000005,0.07077435404062271
100kmsq_pas_final,480.34820000000025,0.06281199306249619
100kmsq_pas_final,498.0956,0.05569174140691757
100kmsq_pas_final,515.843,0.049336135387420654
100kmsq_pas_final,533.5904000000002,0.04367230460047722
100kmsq_pas_final,551.3378000000001,0.03863224759697914
100kmsq_pas_final,569.0852000000001,0.034153085201978683
100kmsq_pas_final,586.8326000000001,0.030176954343914986
100kmsq_pas_final,604.58,0.026650940999388695
100kmsq_pas_final,622.3274,0.023526940494775772
100kmsq_pas_final,640.0748,0.020761311054229736
100kmsq_pas_final,657.8222000000002,0.018314696848392487
100kmsq_pas_final,675.5696000000002,0.01615164801478386
100kmsq_pas_final,693.3169999999999,0.014240353368222713
100kmsq_pas_final,711.0644000000001,0.012552350759506226
100kmsq_pas_final,728.8118000000001,0.011062187142670155
100kmsq_pas_final,746.5592000000003,0.009747187606990337
100kmsq_pas_final,764.3066,0.008587149903178215
100kmsq_pas_final,782.0540000000002,0.007564112544059753
100kmsq_pas_final,799.8014000000002,0.006662140134721994
100kmsq_pas_final,817.5487999999999,0.005867083556950092
100kmsq_pas_final,835.2962000000001,0.005166417453438044
100kmsq_pas_final,853.0436000000001,0.00454904418438673
100kmsq_pas_final,870.7910000000003,0.00400514667853713
100kmsq_pas_final,888.5384,0.003526050364598632
100kmsq_pas_final,906.2858,0.0031040837056934834
100kmsq_pas_final,924.0332000000002,0.002732476918026805
100kmsq_pas_final,941.7806000000002,0.0024052499793469906
100kmsq_pas_final,959.5280000000001,0.002117126015946269
100kmsq_pas_final,977.2754000000001,0.0018634524894878268
100kmsq_pas_final,995.0228000000001,0.001640123431570828
100kmsq_pas_final,1012.7702000000003,0.001443521585315466
100kmsq_pas_final,1030.5176000000001,0.00127045635599643
100kmsq_pas_final,1048.2650000000003,0.0011181164300069213
100kmsq_pas_final,1066.0124,9.840255370363593E-4
100kmsq_pas_final,1083.7597999999998,8.660024614073336E-4
100kmsq_pas_final,1101.5072,7.621234399266541E-4
100kmsq_pas_final,1119.2546000000002,6.706966087222099E-4
100kmsq_pas_final,1137.0020000000004,5.902316188439727E-4
100kmsq_pas_final,1154.7494000000002,5.194147815927863E-4
100kmsq_pas_final,1172.4968,4.5709076221100986E-4
100kmsq_pas_final,1190.2442,4.0224226540885866E-4
100kmsq_pas_final,1207.9916000000003,3.5397266037762165E-4
100kmsq_pas_final,1225.739,3.1149364076554775E-4
100kmsq_pas_final,1243.4864000000002,2.7411102200858295E-4
100kmsq_pas_final,1261.2338000000004,2.4121382739394903E-4
100kmsq_pas_final,1278.9812000000002,2.1226375247351825E-4
100kmsq_pas_final,1296.7286,1.867875544121489E-4
100kmsq_pas_final,1314.476,1.6436868463642895E-4
100kmsq_pas_final,1332.2234000000003,1.4464010018855333E-4
100kmsq_pas_final,1349.9708000000005,1.2727915600407869E-4
100kmsq_pas_final,1367.7182000000003,1.1200189328519627E-4
100kmsq_pas_final,1385.4656,9.855808457359672E-5
100kmsq_pas_final,1403.2130000000002,8.672782132634893E-5
100kmsq_pas_final,1420.9604000000004,7.631747575942427E-5
100kmsq_pas_final,1438.7078000000006,6.715671042911708E-5
100kmsq_pas_final,1456.4552000000003,5.9095436881762E-5
100kmsq_pas_final,1474.2026,5.200176383368671E-5
100kmsq_pas_final,1491.9500000000003,4.5759599743178114E-5
