X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-426917.14,351941.3605,train,3.577030622004021E-4,45.50912186990483,0.5130260553179715
-412501.1716,-110520.6856,train,4.678316219971772E-4,57.474319275515505,0.5794512809973335
-699823.2884,926930.7903,train,7.459984709872605E-4,79.53089417501839,0.6872161205304168
-1008599.689,785677.8794,train,0.0013682119748055438,95.53433792480621,0.8011779447210753
-1029111.849,-156365.4679,train,3.3191293004655097E-4,42.01913258234128,0.4943216147926939
-1024126.168,118383.7717,train,5.393361770263268E-4,64.9670988148498,0.6136667972073095
-565852.4799,-253709.1959,train,2.490615337885563E-4,30.45734855194081,0.42314227146547617
-1021849.606,83899.4048,train,0.0017711946946413553,97.56908194990251,0.8391371973311098
-538501.8128,802707.2438,train,5.056957658161523E-4,61.25104798576874,0.5982906948499763
-852966.4777,-96899.9365,train,2.7961503356508093E-4,34.682181841269646,0.4516085935816078
-607526.4349,-259479.2219,train,2.564623993806828E-4,31.77188138079102,0.4303054265596213
-954127.6586,777999.3327,train,9.237824921609211E-4,87.35628878064047,0.731233419721439
-1093050.976,-49987.7351,train,8.401498039596126E-4,84.00005170637691,0.712179511583365
-342819.3317,358654.0767,train,4.231408938236926E-4,52.860436735569024,0.5548083840099671
-86170.76,575047.3424,train,2.2445037305951523E-4,26.51303676859395,0.39796954159160847
-909978.9545,49794.5614,train,1.6958108212586972E-4,17.503735238904962,0.3330869701315095
-433581.2715,896008.1518,train,4.332998934458001E-4,53.92217182820433,0.5606604506182229
-1127159.195,1344235.897,train,5.478414972836673E-4,65.67231017045755,0.6173697066868363
-681922.0755,1720355.06,train,4.4463646561694095E-5,5.487654420506418,0.11579011430363434
-702861.2627,1786887.645,train,5.157764185135729E-5,6.3960622789511765,0.13187297334664558
-63032.5633,556477.6515,train,1.8275598523794466E-4,19.670108158655406,0.3499098845132493
-330710.6221,648700.814,train,4.2831927910953266E-4,53.25487369917445,0.5578107288827363
-1005621.091,-126486.7878,train,4.459303087273531E-4,55.33636104543315,0.5677250740068187
-692217.9924,1774326.692,train,4.655155017334882E-5,5.804035798902811,0.1205717585233173
-847574.174,337374.9147,train,3.2612201045513993E-4,41.062187613053766,0.48992246080156765
-772451.4642,887474.9718,train,7.21127001344552E-4,77.79874592467714,0.6798816733124712
-1290213.932,1425069.5,train,6.061160981050556E-4,71.32189932733539,0.6409487479640287
-1117630.334,-14978.1553,train,8.457350534446126E-4,84.57346315844987,0.7135357801839095
-975785.9263,720529.7512,train,0.0012903168854861047,94.2364198761976,0.7916757138021829
-491393.9003,666372.7922,train,7.863062857609199E-4,81.20018044719392,0.698414498322915
-692105.1947,-249424.4364,train,3.459866864164638E-4,43.716480015374344,0.5047031369647201
-508574.9564,90323.7438,train,5.815969970356681E-4,68.91499704452777,0.6313913978764963
-663750.4308,1734969.471,train,3.707262826203837E-5,4.464376571774048,0.09843743447842315
-907218.8056,-53902.8814,train,3.1664119125901063E-4,39.78375003848379,0.4825525995213167
-1006482.386,69498.1372,train,0.0015262904711140003,96.81970560670854,0.8180227321446033
-353329.1518,53759.7539,train,2.9916122940693105E-4,37.250317574496385,0.46839107553170356
-744066.903,567546.9152,train,6.128051100851266E-4,71.95588819184961,0.6434706300126851
-933072.1254,-248228.5101,train,0.0013994200365031531,95.8864223761709,0.8047460868124389
-435054.8056,682164.1343,train,4.400363891139935E-4,54.511481469564856,0.5644568904541432
-472286.5784,86294.6046,train,5.838062375078208E-4,69.07875693776876,0.6322733491715146
-1046773.2,130445.3746,train,2.8642126490003455E-4,35.37574280454549,0.45757140347188796
-924115.9004,717709.6927,train,9.44159452957634E-4,88.34163795906584,0.7354997241693741
-1031393.679,-1030.5201,train,0.0014044044852278453,96.09332456959214,0.8053041515858687
-696918.1337,700271.7758,train,5.682213022386222E-4,67.5702777018199,0.625960009060538
-953706.0111,-66708.6034,train,6.37070108363134E-4,73.55416741583419,0.6523290252026076
-504764.7046,820750.3616,train,6.152871582910333E-4,72.21583818560967,0.6443974202832671
-1056588.601,55272.5047,train,0.0011926163781563622,92.81868218830465,0.7783915547295117
-985604.7409,102763.0281,train,0.0012745095861903073,93.99303485396587,0.7896354744348921
-347376.7186,876824.0121,train,3.0927621300778555E-4,38.649435085207145,0.47667882836195447
-1104746.624,-6769.2303,train,0.001316505790335002,94.59098773144454,0.7949701818958997
-683026.73,1730469.284,train,4.2212266852503604E-5,5.139085405825719,0.11057547524315102
-424706.8324,913086.6024,train,5.969829916776599E-4,70.07523146906414,0.6374472229005528
