Predictor variable,Categorical,Sample average
humanmod_sept20,false,0.24745767236757987
mar_sept20,false,13.854095189349701
mcmt_sept20,false,-11.805180315274667
msp_sept20,false,258.0131175205875
mwmt_sept20,false,18.292187714260034
pas_sept20,false,120.10273129935509
propgrass_sept20,false,0.5989676779668436
proptree_sept20,false,0.17302415451839043
rugg_sept20,false,0.0051747005088181915
