Predictor variable,Categorical,Sample average
humanmod_sept20,false,0.244930719406353
mar_sept20,false,13.8626272284781
mcmt_sept20,false,-11.815687267332422
msp_sept20,false,256.74687634925914
mwmt_sept20,false,18.225886086132768
pas_sept20,false,122.8288770237729
propgrass_sept20,false,0.5959117715238139
proptree_sept20,false,0.17329290048669627
rugg_sept20,false,0.005265334082976265
