Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
3.08628E-11,0.000000003,0.00000009,0.999504828,0,0
6.63509E-11,0.000000014,0.000000193,0.999257242,0,0
5.30378E-10,0.000000067,0.000001546,0.999133449,0,0
5.57377E-10,0.000000123,0.000001624,0.999009656,0,0
9.65654E-10,0.000000315,0.000002814,0.99876207,0,0
4.54027E-9,0.00000115,0.00001323,0.998514484,0,0
7.3122E-9,0.000002955,0.000021308,0.998143105,0,0
1.78522E-8,0.000010656,0.00005202,0.997400347,0,0
3.7189E-8,0.000025596,0.000108359,0.996657589,0,0
4.92078E-8,0.000051877,0.000143374,0.99591483,0,0
5.8382E-8,0.000100885,0.0001701,0.994800693,0,0
1.00896E-7,0.000250726,0.000293932,0.992572419,0,0
1.23906E-7,0.000502227,0.000360939,0.989848973,0,0
1.5303E-7,0.001012884,0.000445741,0.985268631,0,0
2.03499E-7,0.002502153,0.000592657,0.974746224,0,0
2.91895E-7,0.005009484,0.000849879,0.962243129,0,0
4.39366E-7,0.010017491,0.001278703,0.945159693,0,0
7.02213E-7,0.025008276,0.002042114,0.912106957,0,0
1.06287E-6,0.050018374,0.003087714,0.876454568,0,0
1.79255E-6,0.100003293,0.005196454,0.832260461,0,0
3.10218E-6,0.200149969,0.008958953,0.780638772,0,0
4.41976E-6,0.300113254,0.012715678,0.747586036,0,0
5.56983E-6,0.400185521,0.015971611,0.72270364,0,0
6.65738E-6,0.50017293,0.019030838,0.702401585,0,0
7.56986E-6,0.600388341,0.021582951,0.684946769,0,0
8.41652E-6,0.700251872,0.023939137,0.669472642,0.001897533,0
8.78475E-6,0.750155367,0.024960368,0.662292647,0.001897533,0
9.19409E-6,0.800385481,0.026093065,0.655360238,0.001897533,0
9.97845E-6,0.900850996,0.028256214,0.642361971,0.001897533,0
1.0861E-5,1.000299712,0.030678757,0.630477841,0.001897533,0
1.1829E-5,1.101133932,0.033321767,0.619460262,0.001897533,0
1.27144E-5,1.200471775,0.035726886,0.609433028,0.001897533,0
1.35925E-5,1.300668057,0.038100163,0.600024759,0.003795066,0
1.44372E-5,1.400299666,0.040372439,0.591235454,0.003795066,0
1.51329E-5,1.50097579,0.042235607,0.582817529,0.003795066,0
1.68778E-5,1.750658124,0.046877527,0.563505818,0.003795066,0
1.88098E-5,2.001795075,0.051964634,0.546051003,0.0056926,0
2.03597E-5,2.25035737,0.056006662,0.530329289,0.007590133,0
2.21388E-5,2.500379653,0.060604138,0.515721713,0.007590133,0
2.38787E-5,2.751110582,0.065057214,0.502228274,0.009487666,0
2.56366E-5,3.002264378,0.069513562,0.489725179,0.009487666,0
2.78604E-5,3.250483112,0.075090547,0.478212429,0.011385199,0
3.03952E-5,3.50162281,0.081366523,0.467566229,0.011385199,0
3.23073E-5,3.750199194,0.086044717,0.457786581,0.013282732,0
3.43294E-5,4.00280989,0.090940638,0.448378311,0.015180266,0
3.63027E-5,4.25353469,0.095667903,0.439589007,0.018975332,0
3.8389E-5,4.503659038,0.100612636,0.431294875,0.018975332,0
4.01222E-5,4.750690535,0.10467959,0.423495915,0.024667932,0.017241379
4.22067E-5,5.001572422,0.109522457,0.415944541,0.028462998,0.017241379
4.44821E-5,5.252791868,0.114749378,0.408764546,0.036053131,0.017241379
4.64317E-5,5.502581252,0.119179345,0.40195593,0.041745731,0.017241379
4.81333E-5,5.753118633,0.123009832,0.3953949,0.04743833,0.017241379
5.04712E-5,6.004564628,0.128218356,0.389081456,0.05313093,0.017241379
5.26499E-5,6.251504388,0.133017108,0.383139391,0.05313093,0.017241379
5.5444E-5,6.500207502,0.139094352,0.377444912,0.055028463,0.017241379
5.76961E-5,6.754732769,0.143930963,0.371874226,0.055028463,0.017241379
6.00011E-5,7.001728937,0.148825393,0.36667492,0.056925996,0.017241379
6.25007E-5,7.253303001,0.154070181,0.361599406,0.060721063,0.034482759
6.44705E-5,7.500461437,0.158157938,0.356771478,0.064516129,0.034482759
6.71121E-5,7.751532953,0.163578139,0.352067343,0.070208729,0.034482759
6.98587E-5,8.005559326,0.169140439,0.347487002,0.072106262,0.034482759
7.24813E-5,8.255071664,0.174382804,0.343154246,0.074003795,0.034482759
7.54656E-5,8.507104546,0.180268529,0.338945283,0.075901328,0.034482759
7.81497E-5,8.753063543,0.185490883,0.334983907,0.075901328,0.034482759
8.13142E-5,9.007052129,0.191562962,0.33102253,0.079696395,0.034482759
8.39689E-5,9.254648983,0.196587562,0.32730874,0.079696395,0.034482759
8.63047E-5,9.502237358,0.200957242,0.323718742,0.083491461,0.051724138
8.87432E-5,9.755598032,0.205468596,0.320128745,0.083491461,0.051724138
9.1547E-5,10.008056303,0.21059307,0.31666254,0.089184061,0.068965517
9.46953E-5,10.250350257,0.21626909,0.313443922,0.092979127,0.103448276
9.7677E-5,10.500439591,0.221569963,0.310225303,0.092979127,0.103448276
9.99048E-5,10.756937111,0.225483961,0.307006685,0.098671727,0.103448276
1.0295E-4,11.000285452,0.230771404,0.304035652,0.10056926,0.103448276
1.06364E-4,11.251576315,0.236612228,0.30106462,0.10056926,0.103448276
1.09566E-4,11.500901975,0.242012181,0.298217381,0.102466793,0.103448276
1.118E-4,11.755917862,0.245734136,0.295370141,0.104364326,0.103448276
1.14316E-4,12.004568068,0.249882981,0.292646695,0.104364326,0.103448276
1.17364E-4,12.25958558,0.254846219,0.289923248,0.10626186,0.103448276
1.19259E-4,12.508184546,0.257900905,0.287323595,0.108159393,0.103448276
1.21907E-4,12.761730138,0.262125311,0.284723942,0.110056926,0.103448276
1.23617E-4,13.007192465,0.264829226,0.282248081,0.111954459,0.103448276
1.26007E-4,13.25686876,0.268574563,0.279772221,0.115749526,0.103448276
1.27923E-4,13.51102145,0.271549185,0.27729636,0.119544592,0.103448276
1.31029E-4,13.756887184,0.276320009,0.274944293,0.123339658,0.103448276
1.32594E-4,14.007770221,0.278700254,0.272592226,0.125237192,0.103448276
1.34591E-4,14.261804359,0.281716193,0.270240158,0.127134725,0.103448276
1.36719E-4,14.506128675,0.284900649,0.268011884,0.134724858,0.103448276
1.39233E-4,14.754685181,0.288627392,0.26578361,0.136622391,0.120689655
1.41086E-4,15.006873013,0.291350323,0.263555335,0.142314991,0.120689655
1.43646E-4,15.263356923,0.295076409,0.261327061,0.142314991,0.137931034
1.45869E-4,15.509271326,0.298280822,0.25922258,0.144212524,0.137931034
1.47837E-4,15.758673295,0.301094063,0.257118099,0.15370019,0.137931034
1.51151E-4,16.012909493,0.305779101,0.255013617,0.157495256,0.137931034
1.52771E-4,16.256227463,0.308047461,0.253032929,0.159392789,0.137931034
1.53982E-4,16.501801006,0.309732446,0.251052241,0.159392789,0.137931034
1.56555E-4,16.750132166,0.31328696,0.249071552,0.161290323,0.137931034
1.59374E-4,17.003128335,0.317139206,0.247090864,0.165085389,0.137931034
1.6052E-4,17.258976197,0.31869211,0.245110176,0.168880455,0.172413793
1.63108E-4,17.501400854,0.322175681,0.243253281,0.172675522,0.172413793
1.6535E-4,17.763941271,0.32516415,0.241272592,0.176470588,0.172413793
1.6666E-4,18.013031475,0.326898095,0.239415697,0.178368121,0.172413793
1.68731E-4,18.264534211,0.329620734,0.237558802,0.178368121,0.172413793
1.7107E-4,18.502803174,0.332670576,0.235825699,0.182163188,0.189655172
1.7279E-4,18.760559879,0.334895094,0.233968804,0.184060721,0.189655172
1.73798E-4,19.003086208,0.336191158,0.232235702,0.187855787,0.189655172
1.76392E-4,19.266026787,0.339505315,0.230378807,0.19544592,0.189655172
1.7816E-4,19.514388374,0.34174557,0.228645704,0.197343454,0.189655172
1.80257E-4,19.765097448,0.344382494,0.226912602,0.199240987,0.189655172
1.81547E-4,20.000422723,0.34599448,0.225303293,0.20113852,0.189655172
1.83111E-4,20.255730699,0.347938347,0.223570191,0.203036053,0.189655172
1.84831E-4,20.513417794,0.350062732,0.221837088,0.204933586,0.206896552
1.87161E-4,20.75546578,0.352917696,0.220227779,0.208728653,0.206896552
1.89244E-4,21.000181218,0.355449721,0.21861847,0.212523719,0.206896552
1.9136E-4,21.266651059,0.358001688,0.216885368,0.214421252,0.224137931
1.93544E-4,21.516695784,0.360614153,0.215276058,0.218216319,0.224137931
1.96456E-4,21.750285019,0.36406355,0.213790542,0.218216319,0.24137931
1.97885E-4,22.006797644,0.365743397,0.212181233,0.220113852,0.24137931
2.00406E-4,22.265926217,0.36868494,0.210571924,0.220113852,0.24137931
2.02676E-4,22.507806199,0.371310139,0.209086408,0.220113852,0.24137931
2.04089E-4,22.752063125,0.37293436,0.207600891,0.220113852,0.24137931
2.06347E-4,23.019391411,0.375510087,0.205991582,0.222011385,0.24137931
2.07752E-4,23.267914856,0.377103639,0.204506066,0.229601518,0.24137931
2.09368E-4,23.518253036,0.378925082,0.20302055,0.231499051,0.24137931
2.11389E-4,23.770453509,0.381187983,0.201535033,0.233396584,0.24137931
2.12794E-4,24.004069535,0.382752006,0.20017331,0.239089184,0.24137931
2.15534E-4,24.260684905,0.385779714,0.198687794,0.24288425,0.24137931
2.16872E-4,24.52028635,0.387246926,0.197202278,0.24288425,0.24137931
2.18401E-4,24.760017729,0.388914902,0.195840555,0.244781784,0.24137931
2.20729E-4,25.001739086,0.39143796,0.194478831,0.244781784,0.24137931
2.22474E-4,25.267996998,0.393315098,0.192993315,0.24857685,0.25862069
2.24918E-4,25.514363942,0.395925533,0.191631592,0.252371917,0.25862069
2.26854E-4,25.763021897,0.397977555,0.190269869,0.256166983,0.25862069
2.28944E-4,26.01396425,0.400177069,0.188908146,0.256166983,0.275862069
2.3028E-4,26.266632367,0.401573709,0.187546422,0.258064516,0.275862069
2.32956E-4,26.521497892,0.404353375,0.186184699,0.258064516,0.275862069
2.34121E-4,26.755212879,0.405556117,0.184946769,0.259962049,0.275862069
2.34943E-4,27.013223579,0.406400934,0.183585046,0.259962049,0.275862069
2.36704E-4,27.272936892,0.408203362,0.182223323,0.259962049,0.275862069
