X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-426917.14,351941.3605,train,2.3299429691579706E-4,57.483176849954525,0.7503453267948135
-882963.896,172856.2271,train,2.1242505649280672E-4,50.11271475159517,0.7178085477733982
-412501.1716,-110520.6856,train,4.051666382713902E-4,94.03236513721193,0.9104633682855992
-699823.2884,926930.7903,train,2.1945860816979316E-4,52.60071444805231,0.729385568798206
-1008599.689,785677.8794,train,3.767229849614579E-4,92.13912748890463,0.8939348352854838
-1029111.849,-156365.4679,train,2.6952755175306634E-4,73.59967007004558,0.7991632366006594
-1024126.168,118383.7717,train,3.6226439660278013E-4,90.98975366024445,0.8843964462561724
-565852.4799,-253709.1959,train,1.4821773629196408E-4,25.812571116714807,0.5863607408499183
-1021849.606,83899.4048,train,4.621667270513376E-4,96.83247089194259,0.9362375500997129
-538501.8128,802707.2438,train,2.4253089083019048E-4,61.47043487350477,0.764130134957362
-852966.4777,-96899.9365,train,1.565149492843873E-4,28.459873874094335,0.6063046562931369
-607526.4349,-259479.2219,train,1.656139520980684E-4,31.435857505095733,0.6270720747660364
-954127.6586,777999.3327,train,2.4580810699587015E-4,63.162013262885566,0.7686893388846389
-1093050.976,-49987.7351,train,2.0539402266722012E-4,47.427710270984214,0.7057406687077197
-342819.3317,358654.0767,train,2.0971479126053827E-4,49.196617125305124,0.7132164776119392
-86170.76,575047.3424,train,3.0981947137833206E-4,83.38523828160899,0.8420118150165136
-909978.9545,49794.5614,train,1.1478268568517434E-4,19.595032502770984,0.4952173036588252
-433581.2715,896008.1518,train,2.781131456753564E-4,76.10053596490972,0.80917475972765
-1127159.195,1344235.897,train,1.5406521151776852E-4,27.605136781391863,0.600518436309173
-681922.0755,1720355.06,train,2.284190557696181E-5,4.406106294397199,0.12719465642959116
-702861.2627,1786887.645,train,2.0893390634359994E-5,3.9636149585564526,0.11700671220999137
-63032.5633,556477.6515,train,2.0444367912858996E-4,47.11574732599515,0.7040704109219438
-330710.6221,648700.814,train,1.8736734760711326E-4,40.381173161174694,0.6723894877692784
-1005621.091,-126486.7878,train,3.6548322948904793E-4,91.29022070944387,0.8865915565633484
