Predictor variable,Categorical,Sample average
100kmsq_mar_final,false,13.81497901984552
100kmsq_mcmt_final,false,-11.829512064004119
100kmsq_msp_final,false,244.97114375655823
100kmsq_mwmt_final,false,18.27872505718363
100kmsq_pas_final,false,106.5291185729276
100kmsq_propgrass_final.asc,false,0.5958040398235285
100kmsq_proptree_final.asc.asc,false,0.15157987973503748
100kmsq_ruggedness_final,false,0.004482389585774119
