Predictor variable,Categorical,Sample average
100kmsq_mar_final,false,13.809243710101152
100kmsq_mcmt_final,false,-11.797689073476471
100kmsq_msp_final,false,245.09900210084032
100kmsq_mwmt_final,false,18.28847162513172
100kmsq_pas_final,false,108.04569327731092
100kmsq_propgrass_final.asc,false,0.5977054885423502
100kmsq_proptree_final.asc.asc,false,0.154296875468107
100kmsq_ruggedness_final,false,0.0045250182905160075
