Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
4.48377E-12,0.000000001,0.000000021,0.99935305,0,0
1.47856E-11,0.000000003,0.00000007,0.999168207,0,0
2.5057E-11,0.00000001,0.000000119,0.998890943,0,0
1.21395E-10,0.000000035,0.000000578,0.998521257,0,0
3.50539E-10,0.00000011,0.000001669,0.998243993,0,0
6.58556E-10,0.00000029,0.000003136,0.997874307,0,0
1.63045E-9,0.000001039,0.000007764,0.997319778,0,0
2.57119E-9,0.000002732,0.000012244,0.996580407,0,0
6.31999E-9,0.000010281,0.000030096,0.994916821,0,0
1.32018E-8,0.000026037,0.000062865,0.993345656,0,0
2.01041E-8,0.000050422,0.00009573,0.991959335,0,0
3.32809E-8,0.00010264,0.000158464,0.990203327,0,0
6.68437E-8,0.000252444,0.00031822,0.987338262,0,0
1.16691E-7,0.00050086,0.000555394,0.984935305,0,0
1.61857E-7,0.001001749,0.000770201,0.981608133,0,0
2.4485E-7,0.002514524,0.001164664,0.974768946,0,0
3.17147E-7,0.005004051,0.001508031,0.966451017,0,0
4.47296E-7,0.010030739,0.002125578,0.954343808,0,0
7.87746E-7,0.025055964,0.003737369,0.931885397,0,0
1.11499E-6,0.050085844,0.005281738,0.90767098,0,0
1.57151E-6,0.100125223,0.007428211,0.87310536,0,0
2.61735E-6,0.200115589,0.012310854,0.82754159,0,0
3.57706E-6,0.300109811,0.0167493,0.797597043,0,0
4.45219E-6,0.40023164,0.020761937,0.774584104,0,0
5.37064E-6,0.500037972,0.024938125,0.755822551,0.001049318,0
6.14871E-6,0.600267694,0.028448242,0.73974122,0.001049318,0
6.86792E-6,0.700059705,0.031670427,0.725600739,0.003147954,0
7.26722E-6,0.750366471,0.033450174,0.719038817,0.003147954,0.00952381
7.60287E-6,0.800185487,0.034941148,0.71284658,0.003147954,0.00952381
8.14878E-6,0.9000115,0.037356315,0.701109057,0.003147954,0.00952381
8.837E-6,1.000124762,0.040383866,0.690203327,0.003147954,0.00952381
9.62642E-6,1.100617627,0.043833284,0.68012939,0.003147954,0.00952381
1.0333E-5,1.200479036,0.046899676,0.670887246,0.003147954,0.00952381
1.09983E-5,1.300587787,0.049769036,0.66219963,0.003147954,0.00952381
1.15974E-5,1.401017835,0.052338453,0.653974122,0.003147954,0.00952381
1.22329E-5,1.500309092,0.055048203,0.646303142,0.003147954,0.00952381
1.37779E-5,1.750470353,0.06157289,0.628558226,0.006295908,0.00952381
1.5287E-5,2.001352602,0.067859188,0.612569316,0.007345226,0.00952381
1.67113E-5,2.251408642,0.073715547,0.598151571,0.007345226,0.00952381
1.80138E-5,2.501113159,0.079007169,0.584842884,0.007345226,0.00952381
1.94157E-5,2.750086357,0.084635541,0.572550832,0.007345226,0.00952381
2.06033E-5,3.000068092,0.089349836,0.560998152,0.007345226,0.00952381
2.21247E-5,3.252184888,0.095318911,0.550092421,0.007345226,0.00952381
2.3578E-5,3.501212942,0.100948028,0.540018484,0.007345226,0.00952381
2.53377E-5,3.750780373,0.10767075,0.530591497,0.008394544,0.00952381
2.66691E-5,4.000351553,0.112690912,0.521719039,0.009443861,0.00952381
2.81327E-5,4.252038646,0.118144908,0.513216266,0.010493179,0.00952381
2.94991E-5,4.50241537,0.123176208,0.505175601,0.011542497,0.00952381
3.09889E-5,4.750769522,0.128596843,0.497597043,0.011542497,0.00952381
3.22302E-5,5.000292498,0.133062624,0.490295749,0.013641133,0.019047619
3.36943E-5,5.25127543,0.13827133,0.483271719,0.015739769,0.019047619
3.5134E-5,5.501866114,0.143332761,0.476524954,0.017838405,0.019047619
3.63749E-5,5.752136949,0.147647757,0.470055453,0.020986359,0.019047619
3.74654E-5,6.003621895,0.151403971,0.463770795,0.020986359,0.019047619
3.88251E-5,6.251626507,0.156041137,0.457763401,0.020986359,0.019047619
3.98525E-5,6.503353413,0.159511775,0.451848429,0.023084995,0.019047619
4.07625E-5,6.753346448,0.162562171,0.446118299,0.026232949,0.028571429
4.18385E-5,7.001109961,0.166140285,0.440573013,0.03043022,0.028571429
4.3257E-5,7.252029416,0.170810892,0.435120148,0.032528856,0.028571429
4.43502E-5,7.501702601,0.174374991,0.429852126,0.038824764,0.028571429
4.55588E-5,7.753585758,0.17827964,0.424676525,0.041972718,0.028571429
4.69214E-5,8.003391187,0.182637918,0.419685767,0.047219307,0.028571429
4.82079E-5,8.250953638,0.186710494,0.414879852,0.048268625,0.038095238
4.94343E-5,8.504734153,0.190555446,0.410073937,0.050367261,0.038095238
5.06357E-5,8.750162395,0.19428654,0.405545287,0.055613851,0.038095238
5.15687E-5,9.000759862,0.197160655,0.401016636,0.055613851,0.038095238
5.26268E-5,9.251047809,0.200395587,0.396580407,0.058761805,0.038095238
5.40964E-5,9.501873494,0.20484503,0.392236599,0.06610703,0.047619048
5.58898E-5,9.755298771,0.21020874,0.387985213,0.072402938,0.057142857
5.73984E-5,10.004630067,0.214664674,0.383918669,0.077649528,0.066666667
5.8867E-5,10.254660193,0.218954637,0.379944547,0.078698846,0.076190476
6.04861E-5,10.504991735,0.223630061,0.376062847,0.083945435,0.085714286
6.15747E-5,10.755431932,0.226742262,0.372273567,0.084994753,0.095238095
6.28138E-5,11.003884178,0.230254499,0.36857671,0.088142707,0.095238095
6.41801E-5,11.252149107,0.234090471,0.364972274,0.090241343,0.095238095
6.59263E-5,11.50568692,0.238937725,0.361367837,0.092339979,0.095238095
6.79249E-5,11.75344694,0.244410873,0.357948244,0.095487933,0.095238095
6.91649E-5,12.00070054,0.247767192,0.354621072,0.100734523,0.095238095
7.09221E-5,12.252538672,0.252472742,0.3512939,0.101783841,0.095238095
7.21687E-5,12.50263804,0.255775326,0.34805915,0.104931794,0.095238095
7.35726E-5,12.750263515,0.25945989,0.344916821,0.104931794,0.095238095
7.56257E-5,13.003280898,0.2647832,0.341774492,0.111227702,0.095238095
7.74152E-5,13.255749905,0.269361022,0.338724584,0.114375656,0.095238095
7.85711E-5,13.505433127,0.272287805,0.335767098,0.115424974,0.095238095
8.03279E-5,13.752156951,0.276691521,0.332902033,0.116474292,0.104761905
8.26849E-5,14.005374697,0.282516559,0.330036969,0.11752361,0.114285714
8.4973E-5,14.256977449,0.288082285,0.327264325,0.118572928,0.114285714
8.66468E-5,14.505337826,0.292099428,0.324584104,0.121720881,0.123809524
8.88171E-5,14.751253501,0.297241062,0.321996303,0.123819517,0.133333333
9.07768E-5,15.002380347,0.301819948,0.319408503,0.129066107,0.133333333
9.21577E-5,15.258435924,0.305010911,0.316820702,0.135362015,0.133333333
9.41225E-5,15.500468586,0.309500971,0.314417745,0.137460651,0.142857143
9.63873E-5,15.757619833,0.314605368,0.311922366,0.14270724,0.152380952
9.84991E-5,16.000948873,0.319297354,0.30961183,0.152151102,0.171428571
1.00225E-4,16.259696628,0.323084201,0.307208872,0.157397692,0.171428571
1.01588E-4,16.50186387,0.326044692,0.304990758,0.158447009,0.19047619
1.03458E-4,16.758531405,0.33006757,0.302680222,0.160545645,0.19047619
1.04682E-4,17.008517332,0.332671897,0.300462107,0.161594963,0.2
1.05841E-4,17.250323002,0.335121213,0.298336414,0.163693599,0.2
1.08036E-4,17.507522834,0.339711223,0.296118299,0.164742917,0.219047619
1.09219E-4,17.757578263,0.342157666,0.293992606,0.169989507,0.228571429
1.10299E-4,18.01003642,0.344376126,0.291866913,0.173137461,0.228571429
1.11509E-4,18.254190971,0.346843382,0.289833641,0.177334732,0.228571429
1.12798E-4,18.501184805,0.349450685,0.28780037,0.17838405,0.228571429
1.13966E-4,18.750890788,0.351797066,0.285767098,0.179433368,0.228571429
1.15286E-4,19.003139352,0.354428382,0.283733826,0.182581322,0.228571429
1.16858E-4,19.258627662,0.35753234,0.281700555,0.18363064,0.228571429
1.17991E-4,19.505035791,0.35975238,0.279759704,0.184679958,0.228571429
1.19245E-4,19.754180669,0.362191019,0.277818854,0.186778594,0.228571429
1.20179E-4,20.0056319,0.363995255,0.275878004,0.18887723,0.228571429
1.21404E-4,20.259479733,0.366346538,0.273937153,0.189926548,0.228571429
1.23011E-4,20.503940425,0.369404324,0.272088725,0.19412382,0.228571429
1.23967E-4,20.750823583,0.371209025,0.270240296,0.198321091,0.238095238
1.25058E-4,21.000148927,0.37325665,0.268391867,0.202518363,0.238095238
1.26053E-4,21.25102278,0.375111363,0.266543438,0.204616999,0.238095238
1.27241E-4,21.504341259,0.377312584,0.264695009,0.207764953,0.257142857
1.2871E-4,21.760440995,0.380013889,0.26284658,0.210912907,0.257142857
