X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-426917.14,351941.3605,train,2.6431057690054326E-4,51.61039966335741,0.5561279214683473
-882963.896,172856.2271,train,3.446477196469732E-4,68.10000303810558,0.6203089786718395
-412501.1716,-110520.6856,train,4.842558071445868E-4,85.62525322352003,0.6965558468109599
-699823.2884,926930.7903,train,1.9510645037558412E-4,37.571382391002444,0.4804805258501251
-1008599.689,785677.8794,train,8.450699116344737E-4,97.10591379493525,0.8002338321118057
-1029111.849,-156365.4679,train,1.9635473225523422E-4,37.891311203576876,0.4820726819574908
-1024126.168,118383.7717,train,6.565856248824138E-4,93.66338084441111,0.7568322700605814
-565852.4799,-253709.1959,train,1.416523677245495E-4,25.48431946074255,0.40172398443648266
-1021849.606,83899.4048,train,9.177327045752423E-4,98.18353699158753,0.8130943590954047
-538501.8128,802707.2438,train,2.322600352397295E-4,45.444271963679675,0.524030142545556
-852966.4777,-96899.9365,train,8.639455847388941E-5,14.1344035496407,0.2905450797152213
-607526.4349,-259479.2219,train,1.5905125162556701E-4,29.029828607168355,0.42985655698911546
-954127.6586,777999.3327,train,4.0226319977564924E-4,77.55312082265148,0.655982976189013
-342819.3317,358654.0767,train,2.3078848831807754E-4,45.22850106496148,0.5224445935689845
-86170.76,575047.3424,train,2.4375818817932814E-4,47.68420785391371,0.5360657036176405
-909978.9545,49794.5614,train,7.979317796971691E-5,13.156529935624105,0.2744372556761536
-433581.2715,896008.1518,train,2.9793511300639736E-4,58.0199895042323,0.5854562196130411
-1127159.195,1344235.897,train,2.3572620614203398E-4,46.12326834418508,0.5277235569349038
-681922.0755,1720355.06,train,3.3475639154781714E-5,5.392346155962043,0.13695139582974275
-702861.2627,1786887.645,train,3.601963614304043E-5,5.877841898799574,0.14584121222469873
-63032.5633,556477.6515,train,1.2622916878974225E-4,22.023556812354887,0.37435844783498473
-330710.6221,648700.814,train,1.4978528084246882E-4,27.081857017957677,0.41521201366120786
-1005621.091,-126486.7878,train,3.3030337882513006E-4,65.141701367335,0.6102465403230236
-483061.0053,759037.8348,train,4.2312964150236155E-4,80.27130674663483,0.667303811871476
-692217.9924,1774326.692,train,4.143385234614372E-5,6.854122924988624,0.1641642501655889
-847574.174,337374.9147,train,3.1253838062437036E-4,61.5444142568141,0.5970201665830712
-1117630.334,-14978.1553,train,3.1929169491852943E-4,62.76613076311039,0.6021525510659738
-975785.9263,720529.7512,train,4.4161598429190354E-4,82.00128803389669,0.676728533484548
-491393.9003,666372.7922,train,5.226576664977007E-4,87.80993459710686,0.7124399225477005
-1009331.138,75415.4424,train,8.612252826040197E-4,97.2795287937886,0.8032438530291763
-692105.1947,-249424.4364,train,3.3506110906937034E-4,66.00439435071651,0.6136426468647779
-508574.9564,90323.7438,train,2.0716785855092002E-4,40.20308726484845,0.49546674148091574
-471048.5568,765746.5108,train,3.0195733562115017E-4,59.052826772774026,0.588707018752146
-856822.9867,328813.3237,train,2.7154701276484985E-4,52.80695998303086,0.5627849433512162
-663750.4308,1734969.471,train,3.371627326964681E-5,5.427822832288623,0.13780019062003915
-1006482.386,69498.1372,train,7.299992908887257E-4,95.16840391673813,0.7758042460402438
-353329.1518,53759.7539,train,1.8665060640329657E-4,35.56949228979945,0.46943205612001276
-744066.903,567546.9152,train,3.68604205644552E-4,72.21320270167291,0.6360036699696816
-933072.1254,-248228.5101,train,5.471448750050266E-4,89.25985142492742,0.7217282873238922
-435054.8056,682164.1343,train,2.499652241766759E-4,48.96756702350036,0.5423132773119927
-1046773.2,130445.3746,train,8.904129310629259E-4,97.70496759804836,0.8084581226803128
-141491.9418,755981.6768,train,1.2100726726656184E-4,20.90270476791498,0.3645169646628533
-924115.9004,717709.6927,train,4.3367638872397285E-4,81.25692514736349,0.672746987482432
-1031393.679,-1030.5201,train,1.9731956430782868E-4,38.08615398564441,0.4832966333284914
-696918.1337,700271.7758,train,4.101730435360452E-4,78.8224120770627,0.6603638832200064
-73138.3881,575720.7344,train,1.1519347484539192E-4,19.659981797417377,0.35318923030825455
-953706.0111,-66708.6034,train,2.99000077958134E-4,58.31595612093674,0.586321925862158
-1045844.317,-146597.6539,train,2.793996063852584E-4,54.75817707334844,0.5697864998494492
-504764.7046,820750.3616,train,2.649728193958949E-4,51.72880185342788,0.5567455541997158
-1056588.601,55272.5047,train,2.5374252421041276E-4,49.60006418533972,0.5460335594407283
-985604.7409,102763.0281,train,4.579624502804972E-4,83.47732894569596,0.6846283362526185
-1104746.624,-6769.2303,train,5.676005795551477E-4,90.22038594982206,0.7290395393713193
-961632.6315,-183788.2498,train,3.6072278019929043E-4,71.0936881395531,0.6309854745598312
-98482.3874,643728.2596,train,1.1430079625500883E-4,19.475761206374184,0.3514140509960036
-765256.6791,895159.4213,train,2.644108996980475E-4,51.62833635425519,0.5562215969542657
-847377.9783,337032.559,train,3.3495506047402965E-4,65.98635232848146,0.6135675935336004
-480002.0434,683549.7578,train,4.26122260616962E-4,80.60357232497208,0.6688666160672195
-992934.1491,121436.6562,train,7.783246633099798E-4,96.17560994877178,0.7867559535996467
-1103567.801,55782.768,train,2.2742272427714763E-4,44.53068121430109,0.5187780641084307
-905741.078,-277811.5667,train,6.371743647019631E-4,93.2705065896204,0.7512668798507979
-1026041.507,809026.0169,train,3.749702809040116E-4,73.33727173348181,0.6399584625591964
-978670.2892,856622.0207,train,6.039776724865714E-4,92.05285548589008,0.7411346585066666
-820046.8327,-179040.6044,train,0.0012692256289026326,99.12286825215705,0.8574780240754161
-579752.7474,672472.6235,train,2.723077834595406E-4,52.92457143568002,0.5634732185312157
-987024.4691,255993.2176,train,1.679575915393401E-4,31.166432751155,0.44325764300004034
-320034.3512,848836.3718,train,3.3353723049379746E-4,65.73408779644821,0.612561350311718
-846326.5276,332962.587,train,1.9731268232477863E-4,38.084845329585626,0.48328792357562256
-1080568.436,-183321.4124,train,1.793473028701038E-4,33.90540951520452,0.4595042107694282
-981793.1045,125638.4257,train,7.625748054960577E-4,95.90002235663779,0.7833060846345403
-693903.1194,999412.3529,train,1.7727399398679224E-4,33.46664979466236,0.45661776040653407
