X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-426917.14,351941.3605,train,2.817708949464965E-4,53.76178185838995,0.5650328274073306
-882963.896,172856.2271,train,2.9137766310803907E-4,55.35446301388892,0.5732538245378666
-699823.2884,926930.7903,train,1.831606148646266E-4,34.605362317225094,0.457821081568858
-1008599.689,785677.8794,train,8.496870421012508E-4,96.45417073712144,0.796633840046187
-1029111.849,-156365.4679,train,1.809517577576883E-4,34.18788600967084,0.454810999049939
-1024126.168,118383.7717,train,7.689431657507344E-4,95.17888042701672,0.7799776299916386
-565852.4799,-253709.1959,train,1.1607696295003764E-4,19.963400245249172,0.3485934513761446
-1021849.606,83899.4048,train,9.455169004255679E-4,97.57372351087481,0.8133992432407386
-538501.8128,802707.2438,train,2.447756775827667E-4,47.445660873639184,0.5301785595609162
-852966.4777,-96899.9365,train,9.351712212945116E-5,15.29878562484861,0.301253376454082
-607526.4349,-259479.2219,train,1.283458747705178E-4,22.73726547813269,0.371741665519973
-954127.6586,777999.3327,train,3.7332385791987826E-4,71.21878039027405,0.6325019407718854
-1093050.976,-49987.7351,train,2.4438751376370534E-4,47.38290892577973,0.5297832229161997
-342819.3317,358654.0767,train,2.5077935979106187E-4,48.62102946360115,0.5362096152114413
-86170.76,575047.3424,train,2.5582575004427E-4,49.61138351835141,0.5411605182559593
-909978.9545,49794.5614,train,9.23836073376523E-5,15.111399978402924,0.2986925719774162
-1127159.195,1344235.897,train,2.7703977814000016E-4,53.00599805819656,0.5608666511543903
-681922.0755,1720355.06,train,4.387309128706713E-5,6.750486641261931,0.1682361574596203
-702861.2627,1786887.645,train,5.051445514966077E-5,8.045940739374926,0.18889265629627242
-63032.5633,556477.6515,train,1.267050755748748E-4,22.33235976450947,0.368741661141003
-330710.6221,648700.814,train,1.5311496984959743E-4,28.096279480324153,0.41379667577069046
-1005621.091,-126486.7878,train,3.1377761084814735E-4,59.89018363138005,0.5912664888746494
-483061.0053,759037.8348,train,4.823340585938771E-4,83.6633757707889,0.6897938906341577
-692217.9924,1774326.692,train,5.719319224492274E-5,9.259016661634929,0.20865593958609027
-847574.174,337374.9147,train,2.831271926953623E-4,54.01619007453174,0.5662126303975393
-772451.4642,887474.9718,train,2.4370186497143988E-4,47.27204915104088,0.529083276140684
-1290213.932,1425069.5,train,1.822192009472253E-4,34.4098859229048,0.45654225960294414
-1117630.334,-14978.1553,train,3.0167226245799296E-4,57.08296124107059,0.5817253514946525
-975785.9263,720529.7512,train,4.163647007462652E-4,77.48871805115351,0.6574791492298668
-491393.9003,666372.7922,train,6.175832136669383E-4,90.8051226315573,0.740070069777583
