Predictor variable,Categorical,Sample average
100kmsq_mar_final,false,13.775446434982685
100kmsq_mcmt_final,false,-11.879989500556674
100kmsq_msp_final,false,246.95693277310923
100kmsq_mwmt_final,false,18.24306720395048
100kmsq_pas_final,false,106.97006302521008
100kmsq_propgrass_final.asc,false,0.5977324057522547
100kmsq_proptree_final.asc.asc,false,0.15548647628050832
100kmsq_ruggedness_final,false,0.004456391517133401
