Predictor variable,Categorical,Sample average
100kmsq_mar_final,false,13.804773165733467
100kmsq_mcmt_final,false,-11.829938563372101
100kmsq_msp_final,false,245.35231568998108
100kmsq_mwmt_final,false,18.291706028867985
100kmsq_pas_final,false,106.76937618147448
100kmsq_propgrass_final.asc,false,0.5949226135251795
100kmsq_proptree_final.asc.asc,false,0.15435137096678025
100kmsq_ruggedness_final,false,0.004472600767551968
