Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
3.53585E-11,0.000000004,0.000000107,1,0,0
3.86038E-10,0.000000046,0.000001164,0.999752414,0,0
7.05827E-10,0.000000117,0.000002129,0.999628621,0,0
2.32566E-9,0.000000349,0.000007014,0.999504828,0,0
4.0002E-9,0.000001376,0.000012064,0.999133449,0,0
1.20188E-8,0.000003558,0.000036245,0.998885863,0,0
4.06281E-8,0.00001332,0.000122512,0.998514484,0,0
8.41463E-8,0.000028685,0.000253707,0.998266898,0,0
1.12341E-7,0.000057668,0.000338686,0.997895519,0,0
1.34813E-7,0.000107847,0.000406409,0.997400347,0,0
1.94422E-7,0.000265353,0.000585999,0.996286209,0,0
2.34143E-7,0.000503086,0.000705639,0.994924486,0,0
2.82526E-7,0.001004072,0.000851326,0.992572419,0,0
3.46374E-7,0.002509016,0.001043516,0.986754147,0,0
4.23461E-7,0.005008708,0.001275459,0.978707601,0,0
5.87094E-7,0.010028002,0.001767448,0.966452092,0,0
9.10266E-7,0.025008241,0.002737693,0.941693488,0,0
1.25124E-6,0.050054613,0.003759329,0.912602129,0,0
1.84006E-6,0.10012134,0.005518672,0.871998019,0,0
3.02823E-6,0.200014247,0.009049971,0.820252538,0,0
4.27766E-6,0.300109369,0.012736379,0.786333251,0,0
5.32441E-6,0.400175554,0.015803764,0.760336717,0,0
6.43431E-6,0.500190501,0.019035416,0.739168111,0,0
7.49791E-6,0.600278777,0.022112421,0.721341916,0,0
8.38614E-6,0.700392003,0.024667313,0.705743996,0,0
8.87662E-6,0.750637624,0.02607242,0.698564001,0,0
9.34212E-6,0.800679697,0.027402228,0.691755385,0,0
1.0138E-5,0.900262629,0.029667335,0.679128497,0,0
1.07927E-5,1.000479842,0.031522906,0.667244367,0,0
1.15429E-5,1.100037272,0.033640507,0.656226789,0,0
1.21528E-5,1.200934007,0.035354975,0.645704382,0.001930502,0
1.28295E-5,1.300757012,0.0372503,0.635800941,0.001930502,0
1.35356E-5,1.400981879,0.039220211,0.626392671,0.001930502,0
1.41074E-5,1.50044859,0.040809249,0.617479574,0.003861004,0
1.60217E-5,1.750741555,0.0460917,0.596929933,0.003861004,0
1.74718E-5,2.001118341,0.050054563,0.578484773,0.003861004,0
1.93427E-5,2.251556475,0.055119061,0.561648923,0.003861004,0
2.08546E-5,2.501205481,0.059172335,0.546298589,0.003861004,0
2.24512E-5,2.750695221,0.063415271,0.532062392,0.003861004,0
2.41154E-5,3.001487506,0.067797303,0.518692746,0.005791506,0
2.59225E-5,3.251947009,0.072509303,0.506313444,0.005791506,0
2.75294E-5,3.500361845,0.07665934,0.494800693,0.005791506,0
2.90835E-5,3.752534714,0.080638087,0.483783115,0.007722008,0
3.06958E-5,4.000484307,0.084729647,0.473508294,0.00965251,0
3.2774E-5,4.250945622,0.089950106,0.463728646,0.017374517,0
3.46544E-5,4.500883639,0.094622716,0.454567962,0.021235521,0
3.64521E-5,4.753394169,0.099045091,0.445778658,0.023166023,0
3.82911E-5,5.00034126,0.103524606,0.437608319,0.027027027,0
4.00203E-5,5.250980787,0.107696118,0.429685566,0.028957529,0
4.18098E-5,5.500452703,0.111972629,0.422134192,0.032818533,0
4.3876E-5,5.7531648,0.116859569,0.414830404,0.038610039,0
4.57739E-5,6.003849371,0.121301228,0.407897995,0.042471042,0
4.79538E-5,6.252175053,0.126348156,0.401336965,0.044401544,0
4.98219E-5,6.501266278,0.130627047,0.395023521,0.048262548,0
5.17809E-5,6.754694797,0.135069705,0.38883387,0.048262548,0
5.36403E-5,7.002664347,0.139244557,0.383015598,0.05019305,0
5.66345E-5,7.25068545,0.145883306,0.377444912,0.052123552,0
5.87109E-5,7.504512675,0.150427125,0.371998019,0.057915058,0
6.0962E-5,7.755781333,0.155299174,0.366798713,0.063706564,0
6.36015E-5,8.005406401,0.160940991,0.361846992,0.065637066,0
6.57353E-5,8.251410614,0.165447213,0.357142857,0.067567568,0
6.78426E-5,8.505264311,0.169850201,0.352438722,0.069498069,0
7.15781E-5,8.755687757,0.177541871,0.347982174,0.071428571,0
7.3566E-5,9.002536369,0.181577421,0.343773211,0.073359073,0
7.60216E-5,9.256152508,0.186508007,0.339564249,0.077220077,0
7.83107E-5,9.502491558,0.191050927,0.335602872,0.079150579,0
8.20001E-5,9.752501378,0.198267242,0.331765288,0.084942085,0
8.45773E-5,10.001798057,0.203232301,0.328051498,0.090733591,0
8.76059E-5,10.252017758,0.208988714,0.3244615,0.096525097,0
9.03015E-5,10.501500475,0.21404293,0.320995296,0.104247104,0
9.30933E-5,10.758906809,0.219209767,0.317529091,0.106177606,0
9.69251E-5,11.006274095,0.226191782,0.314310473,0.108108108,0
9.99196E-5,11.252720792,0.231561658,0.311215647,0.115830116,0
1.02898E-4,11.505667239,0.236828953,0.308120822,0.117760618,0
1.0565E-4,11.756302648,0.241632392,0.30514979,0.117760618,0
1.10114E-4,12.005049715,0.249297342,0.30230255,0.117760618,0
1.12919E-4,12.250612892,0.254035051,0.299579104,0.117760618,0
1.1614E-4,12.503147981,0.259400425,0.296855657,0.11969112,0
1.19319E-4,12.750997695,0.264621933,0.294256004,0.121621622,0
1.22718E-4,13.005773067,0.270124947,0.291656351,0.121621622,0
1.24391E-4,13.252878562,0.272802036,0.28918049,0.121621622,0
1.26265E-4,13.503560531,0.275778731,0.28670463,0.123552124,0
1.29279E-4,13.758901365,0.280515037,0.284228769,0.125482625,0
1.31667E-4,14.006739299,0.284224438,0.281876702,0.125482625,0
1.33924E-4,14.259194851,0.287694122,0.279524635,0.125482625,0
1.36698E-4,14.503105033,0.291914446,0.27729636,0.127413127,0
1.39488E-4,14.750956261,0.296108036,0.275068086,0.127413127,0
1.4201E-4,15.004531293,0.299855976,0.272839812,0.127413127,0
1.43364E-4,15.261436166,0.301852509,0.270611538,0.133204633,0
1.46522E-4,15.5080868,0.306463568,0.268507056,0.133204633,0
1.47956E-4,15.758677914,0.308538008,0.266402575,0.135135135,0
1.50092E-4,16.011811985,0.311604512,0.264298094,0.137065637,0
1.52086E-4,16.254049152,0.314441665,0.262317405,0.137065637,0
1.54271E-4,16.514830831,0.317524669,0.260212924,0.140926641,0
1.55828E-4,16.763027593,0.319705779,0.258232236,0.142857143,0
1.57243E-4,17.013739378,0.321674342,0.256251547,0.146718147,0
1.58505E-4,17.250843431,0.323421611,0.254394652,0.152509653,0
1.607E-4,17.506626395,0.326437532,0.252413964,0.154440154,0
1.62827E-4,17.765645204,0.329335408,0.250433276,0.154440154,0
1.63927E-4,18.010510632,0.330823895,0.24857638,0.154440154,0
1.67187E-4,18.259248322,0.335197785,0.246719485,0.154440154,0
1.69001E-4,18.511555868,0.337607277,0.24486259,0.158301158,0
1.71051E-4,18.766949762,0.340308939,0.243005694,0.162162162,0
1.72861E-4,19.007668024,0.342675555,0.241272592,0.166023166,0
1.74601E-4,19.251118533,0.344935934,0.23953949,0.167953668,0
1.76927E-4,19.515250566,0.347931403,0.237682595,0.16988417,0
1.79309E-4,19.765394245,0.350972063,0.235949492,0.173745174,0
1.81761E-4,20.018160434,0.354072565,0.23421639,0.175675676,0
1.83729E-4,20.255804301,0.356539092,0.232607081,0.177606178,0
1.85544E-4,20.514573115,0.358797341,0.230873979,0.181467181,0
1.86874E-4,20.756772501,0.36044199,0.229264669,0.183397683,0
1.88776E-4,21.001013918,0.362780177,0.22765536,0.187258687,0
1.90858E-4,21.266633956,0.365319621,0.225922258,0.187258687,0
1.92417E-4,21.515809362,0.367208122,0.224312949,0.189189189,0
1.9367E-4,21.766900135,0.368717433,0.22270364,0.191119691,0
1.95121E-4,22.000188453,0.37045601,0.221218123,0.193050193,0
1.9638E-4,22.254547666,0.371957862,0.219608814,0.196911197,0
1.97648E-4,22.510781847,0.373461722,0.217999505,0.198841699,0
1.99171E-4,22.768577484,0.375260206,0.216390196,0.198841699,0
2.00316E-4,23.008333788,0.376604944,0.214904679,0.200772201,0
2.01733E-4,23.269904363,0.378260732,0.21329537,0.202702703,0
2.04019E-4,23.513526491,0.380914413,0.211809854,0.204633205,0
2.06132E-4,23.759743641,0.383347665,0.210324338,0.206563707,0
2.07343E-4,24.007800017,0.384733464,0.208838821,0.21042471,0
2.08757E-4,24.257447683,0.386343083,0.207353305,0.212355212,0
2.10142E-4,24.508758558,0.387912806,0.205867789,0.212355212,0
2.11513E-4,24.761780452,0.38945793,0.204382273,0.216216216,0
2.1319E-4,25.016610636,0.391336751,0.202896757,0.218146718,0
2.1459E-4,25.251915298,0.392897279,0.201535033,0.22007722,0
2.16014E-4,25.510462003,0.394475987,0.200049517,0.223938224,0
2.17726E-4,25.770933298,0.396362732,0.198564001,0.227799228,0
2.19072E-4,26.011265118,0.397838675,0.197202278,0.231660232,0
2.19937E-4,26.252782482,0.398783434,0.195840555,0.235521236,0
2.21624E-4,26.518083759,0.400616717,0.194355038,0.241312741,0
2.23124E-4,26.762643373,0.402237094,0.192993315,0.243243243,0
2.24856E-4,27.008854466,0.404097575,0.191631592,0.243243243,0
2.26406E-4,27.257241823,0.40575305,0.190269869,0.245173745,0
2.2782E-4,27.507203467,0.407255351,0.188908146,0.249034749,0
2.29489E-4,27.758804877,0.409017897,0.187546422,0.250965251,0
2.3053E-4,28.011947772,0.410112393,0.186184699,0.250965251,0
2.32162E-4,28.266295747,0.411820628,0.184822976,0.256756757,0
2.33463E-4,28.522481327,0.413174432,0.183461253,0.260617761,0
2.35557E-4,28.756671233,0.415341052,0.182223323,0.262548263,0
2.36702E-4,29.016519713,0.416519172,0.180861599,0.266409266,0
2.38805E-4,29.254377005,0.418670953,0.179623669,0.268339768,0
2.3965E-4,29.517541824,0.419531069,0.178261946,0.27027027,0
