Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,humanmod_sept20 contribution,mar_sept20 contribution,mcmt_sept20 contribution,msp_sept20 contribution,mwmt_sept20 contribution,pas_sept20 contribution,propgrass_sept20 contribution,proptree_sept20 contribution,rugg_sept20 contribution,humanmod_sept20 permutation importance,mar_sept20 permutation importance,mcmt_sept20 permutation importance,msp_sept20 permutation importance,mwmt_sept20 permutation importance,pas_sept20 permutation importance,propgrass_sept20 permutation importance,proptree_sept20 permutation importance,rugg_sept20 permutation importance,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Logistic threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Logistic threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Bison,518,0.9777,1.0605,500,0.8733,8078,4.2242,16.4712,14.5362,1.4135,1.8389,2.4262,51.3263,5.0048,2.7589,12.6891,30.8377,26.0666,2.3266,5.9235,9.0818,6.4403,2.3856,4.2488,8.0116,0.1821,1.0000,0.0315,0.6672,0.0000,5.0000,0.1035,0.4376,0.0270,10.0000,0.2032,0.3281,0.0907,1.1888,0.0352,0.6469,0.0000,10.2960,0.2099,0.3238,0.0985,23.9663,0.3844,0.2090,0.2085,16.2693,0.3145,0.2621,0.1371,3.6177,0.0787,0.4896,0.0058,7.4460,0.1496,0.3732,0.0560
