Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
1.59567E-7,0.000015957,0.00091445,1,0,0
8.45616E-7,0.000100518,0.004827087,0.999906959,0,0
8.84284E-7,0.000275366,0.005046705,0.999720878,0,0
1.01804E-6,0.000561696,0.005805637,0.999441757,0,0
1.16046E-6,0.001003916,0.006612436,0.999069594,0,0
1.38254E-6,0.002629434,0.007867923,0.997953108,0,0
1.45775E-6,0.005039542,0.008292406,0.996371418,0,0
1.60601E-6,0.010120793,0.009128086,0.993301079,0,0
2.04905E-6,0.025171027,0.011616955,0.985671753,0,0
2.53015E-6,0.050059039,0.014305453,0.975623372,0,0
3.13232E-6,0.100182789,0.017650066,0.959155192,0,0
4.00332E-6,0.200106071,0.022447827,0.933196874,0,0
4.86416E-6,0.300325348,0.027143756,0.912262747,0,0
5.52326E-6,0.400331125,0.030708806,0.894398958,0,0
6.10451E-6,0.500026589,0.033831204,0.878489021,0,0
6.55067E-6,0.600054085,0.036214251,0.863788612,0,0
6.9273E-6,0.700505461,0.038216841,0.849925568,0,0
7.09914E-6,0.750261738,0.039127775,0.843319687,0,0
7.27641E-6,0.800544305,0.040065645,0.836806848,0,0
7.68566E-6,0.900037598,0.042223925,0.824432453,0,0
8.08362E-6,1.00014003,0.04431336,0.812616301,0,0
8.53341E-6,1.100641164,0.046664014,0.801358392,0,0
8.9598E-6,1.200241426,0.048881692,0.790751768,0,0
9.36871E-6,1.300147125,0.05099883,0.780610346,0,0
9.83505E-6,1.40007757,0.053401765,0.770934127,0,0
1.0219E-5,1.500290942,0.055371328,0.761630071,0,0
1.13936E-5,1.751112561,0.061345262,0.739951619,0,0
1.2554E-5,2.000268903,0.067173523,0.720599181,0,0
1.35406E-5,2.251059964,0.072071995,0.702735393,0.001153403,0
1.47229E-5,2.500722237,0.07787455,0.686267213,0.001153403,0
1.60185E-5,2.750044243,0.084150954,0.671194641,0.002306805,0
1.71537E-5,3.000317745,0.089580594,0.657145515,0.002306805,0
