X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-641964.6407,995446.7775,train,3.316659594835929E-4,84.41490498427372,0.6554640999394807
-906279.8783,-278305.692,train,4.4927618528281917E-4,94.79027258602183,0.7204419207161082
-748350.2392,563714.2054,train,4.067690242633147E-4,92.65049213716485,0.6999925617034717
-207187.4268,750734.2609,train,1.624933519620555E-4,29.104475127462415,0.48242075215720287
-249651.2885,-373874.4715,train,1.3580466230739881E-4,22.430962620821123,0.4378812111312729
-803996.0937,479543.6486,train,2.2748133970999684E-4,52.4612766257698,0.5661315601733024
-790673.2054,882975.2391,train,2.5912504650425734E-4,64.10967895554079,0.5978050254435749
-120729.8306,715153.6093,train,2.4279682506115618E-4,57.71019158562495,0.582061521112858
-731583.8369,-250679.7749,train,2.6853234107648534E-4,68.03822334411012,0.6063483515939353
-515702.2813,-28866.6903,train,1.877135947327626E-4,37.7865864301299,0.5184751580857214
-963188.7139,293579.8762,train,1.4465085711429368E-4,24.258218056878288,0.45346999164802443
-1046210.918,130695.8065,train,5.566055323646732E-4,98.15578028108445,0.7614914366879002
22306.7576,510114.0591,train,1.8688376090997505E-4,37.424702175235765,0.5173689454343474
-1134250.801,1075750.551,train,6.470532685163652E-5,12.752654134708107,0.2706870546394582
-667659.6359,1761358.597,train,2.1936406795534756E-5,4.005073045847087,0.1117652467974806
-924206.892,-44733.9462,train,4.625105812585023E-4,95.31118920377162,0.7262514576463976
-848865.6709,333463.3865,train,2.3415492872588256E-4,54.5907199732711,0.5732197503266693
-693122.1143,1776678.231,train,2.8874692211631227E-5,5.67997713868421,0.14209255657123257
-553185.1797,804199.7926,train,3.451784439051152E-4,86.4995465804435,0.6644254256868063
-1001811.628,821677.2898,train,3.761035355591897E-4,90.35881454446024,0.6832788662257551
-334920.4871,269826.6544,train,2.4662384630264294E-4,59.26787701360814,0.5858610767586391
-1063728.989,854267.6186,train,6.342872715768322E-5,12.50266297218259,0.26677124405398694
-811365.2338,129203.3991,train,1.5708826560967173E-4,27.68833286834816,0.47397972090946466
-983194.3174,779385.5438,train,2.594070007620889E-4,64.27029743794469,0.5980664720812345
-603177.8253,-181783.1658,train,2.2289312160681153E-4,50.67045308647547,0.5611201344220699
-823482.2241,-180330.2486,train,7.980557874888514E-4,99.56549998163973,0.8207144459824399
-845286.3132,788267.6904,train,2.9200617040550485E-4,76.52426132133085,0.6261632364930838
-675072.2994,1782315.929,train,2.3677650742265145E-5,4.422184034264897,0.11957599763025985
-939715.815,883889.8808,train,3.104785411774977E-4,80.63253296638175,0.6404071466532305
-57558.6468,487351.8555,train,2.371785802061293E-4,55.547285153267694,0.5763555699515286
-864739.307,331780.6167,train,1.6652138029543047E-4,30.285290755541443,0.4885371676540053
-708491.2941,1858893.5,train,2.402961442871927E-5,4.516353693087513,0.12113815172858787
-439228.048,892149.1729,train,2.612539282451367E-4,64.89337895850214,0.5997706953552995
-880411.3693,-283998.0082,train,1.9520605241105283E-4,40.73455803103894,0.528238070995377
-561761.0547,643141.9206,train,2.8029203965173005E-4,72.55538139441687,0.6165308014260403
-579694.5041,-194429.5082,train,1.912789581053352E-4,39.220868052857675,0.5231708417239849
-911984.1692,-287850.6544,train,8.318543382037355E-4,99.65118005301602,0.8267367591819429
-26850.3888,455438.5249,train,1.957713870133299E-4,40.979216379522235,0.5289586821670723
-1166328.52,1065104.725,train,6.872040118776121E-5,13.534121159480959,0.2827346641921094
-1028192.858,841821.2218,train,2.4244580994282073E-4,57.56405797944856,0.5817095316383816
-740686.7884,561980.9566,train,4.7554432175752926E-4,95.76192194295281,0.7317416512700363
-965677.304,-71176.2844,train,4.854528997317074E-4,96.29159604997236,0.73577030308088
-944866.523,-283.4005,train,5.227066659064606E-4,97.29688472266008,0.7498921858039802
-506382.4218,813142.1482,train,2.467586354599002E-4,59.32287480419087,0.5859936395224443
-807630.2611,564936.9375,train,2.9360466396409095E-4,76.9120376170234,0.6274402701324227
-1083837.937,-188706.3977,train,3.030583587331711E-4,78.73019243094633,0.6348179605047191
-308740.3369,881551.5772,train,1.8172355781390884E-4,35.50223858907198,0.5103743966040751
-933612.3098,-220688.6705,train,3.641806852183836E-4,89.015595896509,0.6762666036769618
-367136.7702,782297.0428,train,2.107284969732192E-4,46.24142381198451,0.5472554124368452
-1044154.111,1033019.004,train,8.191080640403054E-5,15.814440818353477,0.3196562147147749
-846581.9762,331210.6688,train,1.8884269093999106E-4,38.21353290123008,0.519972184894952
-992749.7748,804502.5666,train,2.589521202815649E-4,64.01116944284712,0.5976445084722344
-966880.5557,978091.677,train,3.42272432625156E-4,86.00522606784246,0.662537760105188
-448590.912,85940.843,train,3.2975567578960504E-4,83.92629569513068,0.6541584611814607
-319217.7409,-338896.8699,train,1.3654751368104564E-4,22.541898844194158,0.43922438638131506
-966535.2228,987223.4566,train,3.589647832112167E-4,88.35143933123119,0.6731003558575522
-483990.3341,728497.0194,train,2.661901519795857E-4,67.13815515295587,0.6042553836648048
-430256.9789,867771.4571,train,2.246153527332225E-4,51.55018396161697,0.5630147339038877
-1062306.944,297670.9187,train,2.3163897568566466E-4,53.848395814860176,0.5705748589554991
-930223.437,-90136.7283,train,2.970324372922204E-4,77.51922192914658,0.6301495117006478
-528922.8184,164268.7629,train,2.13573589410189E-4,47.221284656249345,0.5505760341614387
-536981.2209,655639.5737,train,2.956104532955279E-4,77.26311754804705,0.6290304017593085
-668269.2942,1550290.529,train,5.3362725822551776E-5,10.798634267241058,0.2343569672714712
-1176315.138,1063929.054,train,7.388453906312809E-5,14.40389360684537,0.2976571227910227
-1001985.613,-126211.9982,train,4.066854932727921E-4,92.64714531036738,0.6999494308911561
-254926.8888,769599.8158,train,2.2780867142540323E-4,52.56660386675851,0.5664847141416957
-484921.4802,757768.981,train,3.402408011675639E-4,85.80922478691953,0.6612054046144414
-391578.3197,885815.2562,train,2.3688806221457237E-4,55.430564728716675,0.5760562771496943
23310.53,-478074.6742,train,1.2304555600499683E-4,20.864638505901283,0.4137635780632357
-449361.2965,684124.7799,train,4.346080016685356E-4,93.7703711558955,0.7137079503267916
-782338.3615,590480.6927,train,3.1190955590614737E-4,81.02920216869487,0.6414654245555307
-904620.1785,-258363.9169,train,4.396224554843658E-4,93.97441766410148,0.7160462173820618
-925068.0776,922613.3643,train,3.6540502430505836E-4,89.15835974513779,0.6770009551744021
-769607.0012,541363.2221,train,2.6360517511643083E-4,65.88424932305931,0.6019194734939074
-460871.6845,799919.4348,train,2.518962114967584E-4,61.29695385094225,0.5909838545116246
23166.7845,511946.3127,train,1.9968255995963272E-4,42.51512953248768,0.533884441085035
-508880.0355,844445.8002,train,2.516244926163477E-4,61.16265184135002,0.5907229442288143
-156334.3704,287433.7644,train,2.678011520582007E-4,67.75212600219496,0.6056973456348643
-457556.7971,90942.1657,train,2.786788525990824E-4,71.81764232622787,0.6151652658925408
-654750.5667,-271267.9986,train,1.92148484279158E-4,39.56103466334402,0.5243021739537828
-328958.2628,-331538.3397,train,1.4640490958299897E-4,24.807167867519166,0.4564588309536264
-424386.2018,84091.7732,train,1.7626958257079494E-4,33.39379768120806,0.5027578385543118
-835927.0387,339381.0162,train,1.9761744275999566E-4,41.826336110093465,0.5312965261025528
-863001.9755,1201646.379,train,6.348688234255387E-5,12.514051273943211,0.26695054176097316
-938074.8298,158929.2051,train,2.1429086991961376E-4,47.527614790623396,0.551405527122192
-500551.1399,327939.5235,train,2.5378291593602145E-4,61.996569867725604,0.592786374762899
-937284.7568,-169428.798,train,1.7888299556679383E-4,34.26941371549619,0.5064368593266888
200409.1987,545148.1306,train,3.081657164876789E-4,80.11815092197428,0.6386834726839837
-562476.92,799806.8055,train,4.3168850276413415E-4,93.67184482331595,0.71232874922672
-639118.4163,855908.0012,train,3.021281856879913E-4,78.52003255966072,0.6341050366935261
-1027270.761,1285473.407,train,2.856443196463916E-4,74.4529740966141,0.6209928088596659
-1050293.254,50202.4413,train,5.499299603786915E-4,98.05253097219854,0.759293098362532
-402940.1711,924193.5545,train,3.2800041446289006E-4,83.57878352705318,0.6529500228625114
-868156.423,889355.0364,train,2.473464914904699E-4,59.583282292147075,0.5865707948016384
-908288.9756,347580.6076,train,1.9040798916292108E-4,38.877673248548334,0.5220322248391828
-1049637.038,-146144.5544,train,3.68426629752236E-4,89.51231858422885,0.6787991189705519
-52891.1094,344618.4678,train,1.795051229164664E-4,34.50849164462509,0.5073046480596155
-568466.6002,686045.088,train,2.580294756361932E-4,63.59361243184013,0.5967859030340376
-1153901.138,1352785.803,train,2.0682800069277477E-4,45.24259488955523,0.5426224205917203
-1194500.886,1470718.889,train,6.301535367977962E-5,12.42734805628289,0.2654942442521942
-986574.7624,104008.0795,train,2.6947478858797055E-4,68.32185512261779,0.6071842849000475
-1115774.532,919352.2449,train,4.1391734639117155E-5,8.502202245652192,0.19187046758418602
