Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.02509E-6,0.000102509,0.006277376,1,0,0
2.10458E-6,0.000312967,0.012845343,0.999908366,0,0
2.11659E-6,0.000524626,0.012918168,0.999816732,0,0
2.13952E-6,0.001164535,0.013057195,0.999541831,0,0
2.17277E-6,0.002674501,0.013258768,0.998900394,0,0
2.24242E-6,0.005097029,0.01368083,0.997892422,0,0
2.40207E-6,0.010210722,0.014647713,0.995876478,0,0
2.8031E-6,0.025238393,0.01707219,0.990561715,0,0
3.28298E-6,0.050118996,0.019965492,0.983139375,0,0
4.00352E-6,0.100113489,0.024293845,0.970677174,0,0
4.88814E-6,0.20013851,0.029581751,0.950059562,0,0
5.5668E-6,0.300274984,0.033619037,0.9325575,0,0
6.30571E-6,0.400359082,0.037995654,0.917163017,0,0
6.85897E-6,0.500542116,0.041259655,0.903234674,0,0
7.34943E-6,0.600131542,0.044143901,0.890405938,0,0
7.76822E-6,0.700555811,0.046599823,0.878218638,0,0
7.95728E-6,0.750157609,0.047706499,0.872445707,0,0
8.08997E-6,0.800703547,0.048482411,0.866672776,0,0
8.41527E-6,0.900617459,0.050381937,0.855585082,0,0
8.68146E-6,1.000695387,0.051933507,0.844863924,0,0
8.96425E-6,1.100362103,0.05357903,0.834509301,0,0
9.29434E-6,1.20081626,0.055496229,0.824429579,0,0
9.6466E-6,1.300154266,0.057537877,0.814808027,0,0
9.9856E-6,1.400373678,0.059498482,0.805461376,0,0
1.03017E-5,1.500784649,0.06132325,0.796389627,0,0
1.13235E-5,1.750918607,0.06719685,0.775222212,0,0
1.22887E-5,2.001048704,0.07271122,0.75579584,0,0
1.33487E-5,2.250929558,0.078729589,0.737927243,0,0
1.43951E-5,2.500768062,0.084632859,0.721433153,0,0
1.52876E-5,2.750026326,0.089637711,0.706038669,0,0
1.62099E-5,3.00002674,0.094780874,0.69146889,0.001890359,0
1.71834E-5,3.250694308,0.100178186,0.677723816,0.002835539,0
1.82189E-5,3.501571475,0.1058837,0.664711812,0.002835539,0
1.92818E-5,3.750598256,0.111702772,0.652524512,0.002835539,0
2.03686E-5,4.000122976,0.117613463,0.640978649,0.004725898,0
2.14852E-5,4.251456906,0.123645744,0.62998259,0.009451796,0
2.25514E-5,4.500849688,0.129366551,0.619627967,0.018903592,0
2.3465E-5,4.752314847,0.134239335,0.609639879,0.024574669,0
2.43681E-5,5.001297915,0.139028794,0.600109961,0.035916824,0
2.54816E-5,5.250625507,0.144898118,0.590946577,0.039697543,0
2.64568E-5,5.502605773,0.150005797,0.582058096,0.041587902,0
2.73805E-5,5.750207183,0.154815167,0.573627783,0.04442344,0
2.82457E-5,6.00085074,0.159295204,0.565380739,0.04536862,0
2.91887E-5,6.251058357,0.164151394,0.557408595,0.047258979,0
3.01823E-5,6.500661456,0.169237798,0.549711353,0.048204159,0
3.11918E-5,6.752299291,0.174373493,0.542197379,0.050094518,0
3.22812E-5,7.000248295,0.179880153,0.53504994,0.052930057,0
3.31109E-5,7.252094279,0.184049536,0.527994135,0.054820416,0
3.41499E-5,7.501155315,0.189240863,0.521213232,0.056710775,0
3.49821E-5,7.75336479,0.19337535,0.514523962,0.056710775,0
3.6055E-5,8.002462322,0.198674163,0.508109594,0.060491493,0
3.71568E-5,8.251698922,0.204079597,0.501878494,0.062381853,0
3.83104E-5,8.500913596,0.209699981,0.495830661,0.062381853,0
3.95916E-5,8.750236503,0.215895611,0.489966095,0.066162571,0
4.05726E-5,9.002665838,0.220606863,0.484193164,0.06710775,0
4.17191E-5,9.253981768,0.226076741,0.4786035,0.070888469,0
4.27444E-5,9.50304456,0.230935858,0.473197104,0.072778828,0
4.3922E-5,9.754278525,0.236479161,0.467882342,0.075614367,0
4.52311E-5,10.003655385,0.242594874,0.462750848,0.077504726,0
4.62532E-5,10.250686933,0.247335655,0.457802621,0.079395085,0
4.73545E-5,10.503299748,0.252410194,0.452854394,0.082230624,0
4.84076E-5,10.752371852,0.25723089,0.448089435,0.084120983,0
5.00567E-5,11.003610321,0.264717894,0.443416109,0.085066163,0
5.15353E-5,11.252253809,0.271366096,0.438926051,0.086956522,0
5.26902E-5,11.502483954,0.276517433,0.434527628,0.08979206,0
5.37958E-5,11.752671939,0.281414345,0.430220838,0.092627599,0
5.50716E-5,12.003445337,0.287024182,0.426005681,0.096408318,0
5.63283E-5,12.253884558,0.292506914,0.421882159,0.100189036,0
5.73147E-5,12.504163733,0.296781105,0.41785027,0.103969754,0
5.82062E-5,12.753020372,0.300621866,0.413910016,0.104914934,0
5.96174E-5,13.000715999,0.306658435,0.410061395,0.105860113,0
6.10259E-5,13.254490043,0.31263199,0.406212774,0.106805293,0
6.21622E-5,13.500731162,0.317413179,0.402547421,0.106805293,0
6.33707E-5,13.751759307,0.322461846,0.398882067,0.109640832,0
6.48338E-5,14.001544119,0.328524242,0.395308348,0.110586011,0
6.62171E-5,14.250812496,0.334205962,0.391826262,0.111531191,0
6.75193E-5,14.504790779,0.33951068,0.388344177,0.112476371,0
6.92742E-5,14.750926522,0.346593062,0.385045359,0.116257089,0
7.0577E-5,15.002723769,0.351801366,0.381746541,0.119092628,0
7.21568E-5,15.252120765,0.358061714,0.378539357,0.120982987,0
7.35318E-5,15.50677441,0.363461151,0.375332173,0.120982987,0
7.50575E-5,15.75188222,0.369398978,0.372308256,0.123818526,0
7.74899E-5,16.003526673,0.378751521,0.36928434,0.123818526,0
7.89643E-5,16.25374654,0.384353212,0.366352057,0.124763705,0
8.04739E-5,16.501035859,0.390035993,0.363511408,0.125708885,0
8.22651E-5,16.753311759,0.396710738,0.36067076,0.127599244,0
8.4311E-5,17.003383918,0.404245593,0.357921745,0.128544423,0
8.61984E-5,17.250731033,0.411113064,0.355264364,0.129489603,0
8.73743E-5,17.502602396,0.415351578,0.352606982,0.132325142,0
9.04459E-5,17.752270796,0.426280001,0.350041235,0.132325142,0
9.33912E-5,18.001021711,0.436566867,0.347567122,0.133270321,0
9.54511E-5,18.255703428,0.443651768,0.345093008,0.133270321,0
9.71714E-5,18.506289473,0.449500295,0.342710529,0.135160681,0
9.93911E-5,18.752319944,0.456955849,0.340419683,0.135160681,0
1.02465E-4,19.005104301,0.467114989,0.338128837,0.140831758,0
1.04884E-4,19.253779234,0.474975122,0.335929625,0.140831758,0
1.07624E-4,19.508415959,0.483736281,0.333730413,0.142722117,0
1.10291E-4,19.759717721,0.492128096,0.331622835,0.143667297,0
1.14836E-4,20.00746682,0.506109149,0.329606891,0.146502836,0
1.17309E-4,20.251791667,0.513555633,0.32768258,0.148393195,0
1.19809E-4,20.50029403,0.52097037,0.32575827,0.149338374,0
1.21945E-4,20.754039736,0.527215176,0.323833959,0.151228733,0
1.2421E-4,21.000584051,0.533748193,0.322001283,0.151228733,0
1.26522E-4,21.251542425,0.540321613,0.320168606,0.154064272,0
1.28268E-4,21.506358102,0.545226526,0.31833593,0.155009452,0
1.30028E-4,21.751225934,0.550118136,0.316594887,0.155954631,0
1.32621E-4,22.001136868,0.557227428,0.314853844,0.155954631,0
1.35019E-4,22.255340596,0.563701074,0.313112801,0.157844991,0
1.36676E-4,22.513617236,0.568121054,0.311371758,0.165406427,0
1.37572E-4,22.760572137,0.570491057,0.309722349,0.168241966,0
1.39342E-4,23.00982876,0.575135707,0.308072941,0.171077505,0
1.40979E-4,23.262302708,0.579385559,0.306423532,0.175803403,0
1.42531E-4,23.503493779,0.583376917,0.304865756,0.18147448,0
1.44193E-4,23.76143202,0.587609688,0.303216347,0.18241966,0
1.45584E-4,24.007618269,0.591117348,0.301658572,0.187145558,0
1.46808E-4,24.256086151,0.594180347,0.300100797,0.193761815,0
1.47994E-4,24.506832159,0.597127597,0.298543022,0.196597353,0
1.48625E-4,24.759119709,0.598686544,0.296985247,0.199432892,0
1.49947E-4,25.013069606,0.601932166,0.295427472,0.20415879,0
1.5066E-4,25.253757733,0.603670529,0.293961331,0.206049149,0
1.51563E-4,25.510733267,0.605863958,0.292403555,0.207939509,0
1.52547E-4,25.754004918,0.608239882,0.290937414,0.209829868,0
1.53261E-4,26.014072144,0.609954387,0.289379639,0.214555766,0
1.53915E-4,26.25974251,0.611517562,0.287913498,0.218336484,0
1.55038E-4,26.507292956,0.614188676,0.286447356,0.220226843,0
1.55761E-4,26.75593957,0.6158976,0.284981215,0.221172023,0
1.56285E-4,27.005637596,0.617131942,0.283515074,0.222117202,0
1.5745E-4,27.25676776,0.61986337,0.282048932,0.224952741,0
1.58063E-4,27.509256418,0.621291666,0.280582791,0.2268431,0
1.58562E-4,27.762532246,0.622451269,0.27911665,0.22778828,0
1.59362E-4,28.000856428,0.624302302,0.277742142,0.229678639,0
1.60026E-4,28.256338875,0.625830468,0.276276001,0.232514178,0
1.60775E-4,28.513169153,0.62754919,0.27480986,0.233459357,0
1.61455E-4,28.754932911,0.629101799,0.273435352,0.233459357,0
1.62201E-4,29.013923514,0.630795972,0.271969211,0.238185255,0
1.62674E-4,29.257617389,0.631868377,0.270594704,0.239130435,0
1.63438E-4,29.502128401,0.633590957,0.269220196,0.240075614,0
1.63982E-4,29.764132008,0.634813779,0.267754055,0.242911153,0
1.64404E-4,30.010392963,0.635759053,0.266379547,0.247637051,0
1.64899E-4,30.257400578,0.63686596,0.26500504,0.24952741,0
1.65467E-4,30.50514534,0.638131535,0.263630532,0.252362949,0
1.6619E-4,30.754057941,0.639734618,0.262256025,0.253308129,0
1.66527E-4,31.003651416,0.640478398,0.260881517,0.255198488,0
1.66922E-4,31.253727413,0.641350581,0.25950701,0.258034026,0
1.67592E-4,31.504677318,0.642823967,0.258132503,0.258979206,0
1.68267E-4,31.756522677,0.64430211,0.256757995,0.262759924,0
1.69354E-4,32.009728506,0.646670075,0.255383488,0.262759924,0
1.70391E-4,32.26460817,0.648913484,0.25400898,0.263705104,0
1.70626E-4,32.503282792,0.649418746,0.252726106,0.266540643,0
1.71115E-4,32.759616395,0.650471717,0.251351599,0.268431002,0
1.7173E-4,33.016966255,0.651788017,0.249977092,0.27221172,0
1.72366E-4,33.257900403,0.65314729,0.248694218,0.275992439,0
1.73075E-4,33.516937371,0.654653664,0.24731971,0.278827977,0
1.73807E-4,33.759827819,0.656204042,0.246036837,0.279773157,0
1.74173E-4,34.003482472,0.656975642,0.244753963,0.281663516,0
1.75225E-4,34.26562706,0.659185645,0.243379456,0.282608696,0
1.75786E-4,34.511377731,0.660357678,0.242096582,0.283553875,0
1.76308E-4,34.757933019,0.661444209,0.240813708,0.284499055,0
1.76774E-4,35.00513778,0.662411834,0.239530835,0.284499055,0
1.77589E-4,35.25318844,0.664097771,0.238247961,0.286389414,0
1.7828E-4,35.502332065,0.665520819,0.236965088,0.287334594,0
1.78557E-4,35.752125091,0.666090092,0.235682214,0.291115312,0
1.79106E-4,36.00249428,0.667214463,0.23439934,0.293005671,0
1.79331E-4,36.253410955,0.667673718,0.233116467,0.296786389,0
1.79798E-4,36.504897499,0.668625878,0.231833593,0.298676749,0
1.80323E-4,36.757015917,0.669692473,0.230550719,0.300567108,0
1.80806E-4,37.009807195,0.670672295,0.229267846,0.303402647,0
1.81484E-4,37.263414709,0.672039853,0.227984972,0.304347826,0
1.8206E-4,37.517905683,0.673198577,0.226702098,0.306238185,0
1.82529E-4,37.754963455,0.674139489,0.225510859,0.307183365,0
1.83113E-4,38.010930085,0.67530685,0.224227985,0.310018904,0
1.83817E-4,38.267792865,0.676707476,0.222945111,0.312854442,0
1.84232E-4,38.506999859,0.677529698,0.221753872,0.313799622,0
1.84781E-4,38.76530961,0.678615352,0.220470998,0.313799622,0
1.85243E-4,39.005900725,0.679526417,0.219279758,0.315689981,0
1.85553E-4,39.265485358,0.680137108,0.217996884,0.31852552,0
1.85862E-4,39.506895846,0.680743784,0.216805645,0.321361059,0
1.86395E-4,39.767516169,0.681786446,0.215522771,0.326086957,0
1.8678E-4,40.010145073,0.682539014,0.214331531,0.328922495,0
1.87321E-4,40.253373799,0.683591781,0.213140291,0.331758034,0
1.87698E-4,40.515879433,0.684322936,0.211857418,0.335538752,0
1.88201E-4,40.760195031,0.685297759,0.210666178,0.337429112,0
1.88491E-4,41.005011485,0.685857719,0.209474938,0.338374291,0
1.89002E-4,41.25043653,0.68684165,0.208283698,0.34120983,0
1.89352E-4,41.515356543,0.687514144,0.207000825,0.342155009,0
1.89636E-4,41.761718946,0.688059906,0.205809585,0.344045369,0
1.9026E-4,42.008616881,0.689253532,0.204618345,0.344045369,0
1.90514E-4,42.256181146,0.689737069,0.203427105,0.344990548,0
1.91168E-4,42.504320878,0.690980805,0.202235865,0.344990548,0
1.91728E-4,42.753286295,0.692042102,0.201044626,0.347826087,0
1.92326E-4,43.002997868,0.69317149,0.199853386,0.348771267,0
1.92635E-4,43.253212211,0.693753937,0.198662146,0.350661626,0
1.93017E-4,43.503878845,0.694471352,0.197470906,0.351606805,0
1.93473E-4,43.755135268,0.695326707,0.196279666,0.351606805,0
1.9387E-4,44.006952271,0.696068824,0.195088427,0.353497164,0
1.94375E-4,44.259339524,0.697010707,0.193897187,0.354442344,0
1.94729E-4,44.512337043,0.697668152,0.192705947,0.355387524,0
1.95297E-4,44.765909535,0.698720316,0.191514707,0.357277883,0
1.95655E-4,45.000470342,0.699383333,0.190415101,0.361058601,0
1.96194E-4,45.255195297,0.700377313,0.189223861,0.362003781,0
