X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-426917.14,351941.3605,train,3.3670110961630585E-4,42.78370324417155,0.6376287129420116
-882963.896,172856.2271,train,5.160394542737549E-4,63.01532134595444,0.7889699792540747
-412501.1716,-110520.6856,train,4.446570978223961E-4,55.912150213957375,0.7382986914482537
-699823.2884,926930.7903,train,7.773451531061749E-4,82.5151177515924,0.9040126491088151
-1008599.689,785677.8794,train,0.0012860635539031194,95.5779872278481,0.9792917319399863
-1029111.849,-156365.4679,train,3.066859479932711E-4,38.32117521438152,0.6033084606391699
-1024126.168,118383.7717,train,5.134173172359936E-4,62.75560144939215,0.7872951304140533
-565852.4799,-253709.1959,train,2.9270303666108276E-4,36.22251448530602,0.5862281821496877
-1021849.606,83899.4048,train,0.001526496277024006,98.03862635945733,0.9899690343332568
-538501.8128,802707.2438,train,5.030482773857317E-4,61.79305507312815,0.7805408347362088
-852966.4777,-96899.9365,train,3.033068714536735E-4,37.81454996491332,0.5992466166495329
-607526.4349,-259479.2219,train,2.6801741088749504E-4,32.913654917550495,0.5542595462987323
-954127.6586,777999.3327,train,9.348221578217924E-4,89.12383481022486,0.940292656903806
-1093050.976,-49987.7351,train,6.786050786779639E-4,77.06356811855375,0.8707306992262467
-342819.3317,358654.0767,train,4.074326338934918E-4,51.94890659071661,0.7072180714204246
-86170.76,575047.3424,train,2.41017279934772E-4,28.9452634547478,0.516458671235964
-909978.9545,49794.5614,train,2.3167591689644886E-4,27.341372809319157,0.5026474577880635
-433581.2715,896008.1518,train,4.386576453267553E-4,55.259012377711784,0.7335221970890716
-1127159.195,1344235.897,train,5.758548397794591E-4,68.97823246271282,0.8237913017009669
-681922.0755,1720355.06,train,3.2060690435184294E-5,4.088695366396433,0.09213220890326901
-702861.2627,1786887.645,train,3.407832664645257E-5,4.296954045290815,0.09763779489051694
-63032.5633,556477.6515,train,2.174276591145907E-4,25.374723134529074,0.4808178740543889
-330710.6221,648700.814,train,4.66061424623425E-4,58.02086381385063,0.7546528659626628
-1005621.091,-126486.7878,train,4.451704919240024E-4,56.018714732074365,0.7387034341068517
-483061.0053,759037.8348,train,3.942566024991225E-4,50.53282355415341,0.6953537893953707
-692217.9924,1774326.692,train,3.405867261549383E-5,4.293794430961889,0.09758432569335751
-847574.174,337374.9147,train,3.3649381373501144E-4,42.75091797231652,0.637402176314896
-772451.4642,887474.9718,train,7.804682783990428E-4,82.65565460637454,0.9049121854459866
-1290213.932,1425069.5,train,5.577509083016948E-4,67.12722690289306,0.8139065846961
-1117630.334,-14978.1553,train,7.445696344421826E-4,80.78865611936665,0.8940435670543843
-975785.9263,720529.7512,train,0.0013855696703734418,97.16176561641248,0.9846587976725959
-491393.9003,666372.7922,train,7.692341245801558E-4,82.04975251152167,0.9016365259597052
-692105.1947,-249424.4364,train,3.787327890931758E-4,48.70278080370527,0.6807570841804064
-508574.9564,90323.7438,train,6.049734894927069E-4,71.26038792942752,0.838600570319861
-471048.5568,765746.5108,train,5.367785957113968E-4,65.07997665482509,0.801760464826481
-663750.4308,1734969.471,train,2.7308679923675742E-5,3.57537325150241,0.0790321602901718
-907218.8056,-53902.8814,train,4.7897022869174924E-4,59.512482947925456,0.7640177381390794
-1006482.386,69498.1372,train,0.0014206623786243186,97.36191411708717,0.9861989492061827
-353329.1518,53759.7539,train,2.7950470613423786E-4,34.178722761226766,0.5694321314786175
-744066.903,567546.9152,train,6.21887422801705E-4,72.8508457599203,0.8466243525140308
-933072.1254,-248228.5101,train,0.0012408405584476343,95.06916445066688,0.9762668868051259
-435054.8056,682164.1343,train,4.2507196277678734E-4,53.95957278933083,0.7223811744110114
-472286.5784,86294.6046,train,6.11339331849603E-4,71.9477872028884,0.8416685704438618
-1046773.2,130445.3746,train,3.6054784753310117E-4,46.10093565289434,0.6627662750628769
-141491.9418,755981.6768,train,1.7584880751352598E-4,19.050895387171877,0.4114825426547951
-924115.9004,717709.6927,train,9.326155690602251E-4,89.06216743598604,0.9398941344760612
-1031393.679,-1030.5201,train,0.0012679141733303821,95.32228284960111,0.978127070733045
-696918.1337,700271.7758,train,5.63400376011252E-4,67.6586942035509,0.81704928955682
-953706.0111,-66708.6034,train,6.29270051853089E-4,73.39390593202863,0.8500003460662429
-504764.7046,820750.3616,train,5.794301784103342E-4,69.25204254990454,0.8256804422800993
-1056588.601,55272.5047,train,0.00101577602236211,91.75486007184051,0.953222821815133
-985604.7409,102763.0281,train,0.0011537070704136828,93.7355335337398,0.9691369045812622
-347376.7186,876824.0121,train,3.1302259661920184E-4,39.31790780474273,0.610814815849491
-1104746.624,-6769.2303,train,0.0010694766061913258,92.54004408704499,0.9602146398688542
-961632.6315,-183788.2498,train,8.898566482230086E-4,87.33852990200248,0.9316243371285382
-683026.73,1730469.284,train,3.1123688411934344E-5,4.000290377674713,0.08956397272927163
-424706.8324,913086.6024,train,5.28989663931207E-4,64.46449886885097,0.7970503068128255
-98482.3874,643728.2596,train,3.8591406381634214E-4,49.5918698023759,0.6875944418252493
-847377.9783,337032.559,train,3.572797541699108E-4,45.61785081227714,0.6594272094797762
-980554.7907,124697.1077,train,9.943701886647924E-4,90.62797145199613,0.9501045553143921
-480002.0434,683549.7578,train,6.599668451092338E-4,75.79362347800102,0.8632590381789966
-1103567.801,55782.768,train,0.001009475141493813,91.51127417573478,0.9523257545986248
-771760.5107,141030.8837,train,2.901802897304959E-4,35.78437679546835,0.5830692126433723
-905741.078,-277811.5667,train,8.58359435664624E-4,85.93800762705418,0.9248132740547427
-1026041.507,809026.0169,train,8.864359531229677E-4,87.10807007262595,0.9309155505598807
-447227.9822,172572.0672,train,3.8981636460330493E-4,50.03468926090275,0.6912482488019083
-978670.2892,856622.0207,train,0.0011985964622628716,94.57964632069321,0.9730433860129118
-820046.8327,-179040.6044,train,0.0014734754004439821,97.76149407369984,0.9882303507021637
-579752.7474,672472.6235,train,8.173547180204616E-4,84.43414543640779,0.9149196884349826
-987024.4691,255993.2176,train,2.860273723862244E-4,35.230500206619524,0.5778163374481492
-320034.3512,848836.3718,train,3.1875815388228326E-4,40.271283262949275,0.6174865814719694
-1080568.436,-183321.4124,train,3.349735915815969E-4,42.586798744428144,0.6357365172398444
-693903.1194,999412.3529,train,6.743019723535538E-4,76.79250778817956,0.8690427637667691
-229617.0926,758359.1802,train,2.7070073507620517E-4,33.263463035382294,0.557850898453363
-232647.661,-383334.9608,train,1.7822024986803022E-4,19.459528352308748,0.41567509635584354
-998497.2554,697130.4214,train,3.7838913375754033E-4,48.65320276171049,0.6804261606727471
-771819.1611,390609.45,train,3.202896153061404E-4,40.617238959921224,0.6192485932499265
-547222.5781,657491.0388,train,4.7354275833838306E-4,58.91392952423787,0.7601246606383647
-895659.4099,878272.0383,train,8.968061709153241E-4,87.78589138909648,0.9330420007444302
-20723.5379,-450128.848,train,2.4762946307699E-4,29.909573768262263,0.52600233716402
-612177.8277,1564647.841,train,4.621686342486094E-5,5.836369739441682,0.13006303325640145
-641294.606,860338.3143,train,4.4454334205324824E-4,55.888538311532095,0.7382089254092116
-153778.4516,997393.3854,train,9.060198935922269E-5,9.713504125374651,0.23901887540745714
-151867.8538,-418778.8264,train,2.22156290204809E-4,25.95556524522322,0.4881667596172653
