Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.60716E-9,0.000000261,0.00000786,1,0,0
2.25681E-8,0.000002943,0.000068036,0.999752414,0,0
3.72131E-8,0.000011976,0.000112184,0.999381035,0,0
6.3189E-8,0.000027847,0.000190484,0.999009656,0,0
7.87701E-8,0.000057575,0.000237448,0.998514484,0,0
1.0994E-7,0.000108345,0.000331393,0.997895519,0,0
1.84613E-7,0.000262922,0.000556416,0.996657589,0,0
2.48686E-7,0.000512678,0.000749458,0.995295865,0,0
2.90333E-7,0.001001148,0.000874912,0.993067591,0,0
3.93623E-7,0.002539255,0.001185991,0.987620698,0,0
4.79292E-7,0.005036587,0.001443924,0.980564496,0,0
6.59949E-7,0.010011899,0.001987634,0.969546918,0,0
1.00978E-6,0.025087242,0.003039666,0.947140381,0,0
1.40691E-6,0.050101157,0.004232571,0.921515227,0,0
2.01576E-6,0.100187077,0.006058673,0.885120079,0,0
3.15458E-6,0.200244283,0.009465344,0.836840802,0,0
4.05268E-6,0.300257873,0.012143691,0.802426343,0,0
4.80782E-6,0.400455763,0.014390052,0.774449121,0,0
5.58669E-6,0.500045597,0.016701691,0.750680862,0,0
6.5653E-6,0.600034126,0.019598467,0.730255014,0,0
7.44271E-6,0.7005065,0.022188411,0.712552612,0,0
7.85134E-6,0.750404989,0.023392275,0.704506066,0,0
8.19398E-6,0.800173388,0.024400565,0.696830899,0,0
8.8609E-6,0.90020753,0.026360154,0.682347116,0,0
9.42388E-6,1.000553795,0.028011312,0.668729884,0,0
1.00593E-5,1.100477389,0.02987163,0.656102996,0,0
1.0697E-5,1.200103005,0.03173494,0.644218866,0,0
1.13345E-5,1.300205001,0.033594129,0.632953701,0.001709402,0
1.21888E-5,1.401161998,0.036079824,0.622307502,0.001709402,0
1.28591E-5,1.5002549,0.038025633,0.612527853,0.001709402,0
1.45454E-5,1.750432537,0.042903735,0.589873731,0.003418803,0
1.634E-5,2.00055045,0.048068247,0.569819262,0.005128205,0
1.79408E-5,2.251607114,0.052651028,0.551745482,0.005128205,0
1.95576E-5,2.501476472,0.057257641,0.53528101,0.005128205,0
2.10077E-5,2.750641484,0.061370126,0.520054469,0.005128205,0
2.29111E-5,3.001496982,0.066740876,0.505942065,0.006837607,0
2.50179E-5,3.250103349,0.072649858,0.493067591,0.01025641,0
2.66518E-5,3.500816937,0.07720644,0.481059668,0.011965812,0
2.88559E-5,3.750983774,0.083317938,0.469918297,0.015384615,0
3.11409E-5,4.002182513,0.089611328,0.459519683,0.018803419,0
3.38012E-5,4.25240271,0.096883692,0.449987621,0.020512821,0
3.5348E-5,4.501068821,0.101085272,0.441074523,0.027350427,0
3.72689E-5,4.752388223,0.106276024,0.432532805,0.034188034,0
3.9241E-5,5.000793618,0.11157374,0.424486259,0.034188034,0
4.15816E-5,5.251533089,0.117820946,0.416811092,0.035897436,0
4.33318E-5,5.502418783,0.122463539,0.409507304,0.037606838,0
4.56442E-5,5.751279146,0.128559801,0.402574895,0.041025641,0
4.73346E-5,6.002451358,0.132989474,0.395890072,0.046153846,0
4.97043E-5,6.250024946,0.139161648,0.389576628,0.04957265,0
5.25385E-5,6.500798893,0.146485625,0.38351077,0.052991453,0
5.50345E-5,6.75335198,0.152884234,0.377692498,0.056410256,0
5.71808E-5,7.000547291,0.158347872,0.372245605,0.058119658,0
5.94641E-5,7.251458382,0.164121819,0.366922506,0.063247863,0
6.24876E-5,7.501293825,0.171706413,0.361846992,0.063247863,0
6.6228E-5,7.751069254,0.180994191,0.357019064,0.07008547,0
6.88187E-5,8.001158732,0.187366083,0.352438722,0.07008547,0
7.18134E-5,8.254102725,0.194669925,0.347982174,0.073504274,0
7.52828E-5,8.504916901,0.203049299,0.343773211,0.073504274,0
7.87432E-5,8.751132911,0.211320198,0.339811835,0.075213675,0
8.15885E-5,9.008063429,0.218056595,0.335850458,0.076923077,0
8.49165E-5,9.257052852,0.225862814,0.332136667,0.078632479,0
8.84486E-5,9.508576729,0.234062579,0.32854667,0.082051282,0
9.09974E-5,9.751133397,0.23992555,0.325204258,0.087179487,0
9.32459E-5,10.000126759,0.245060468,0.321861847,0.090598291,0
9.6252E-5,10.257266614,0.251871439,0.318519436,0.092307692,0
9.99241E-5,10.502848366,0.26010789,0.31542461,0.092307692,0
1.03365E-4,10.757052709,0.267743855,0.312329785,0.099145299,0
1.06076E-4,11.008895069,0.273703636,0.309358752,0.104273504,0
1.09019E-4,11.256164289,0.280119609,0.306511513,0.104273504,0
1.1162E-4,11.510122022,0.285743569,0.303664273,0.104273504,0
1.14283E-4,11.75928776,0.291454365,0.300940827,0.107692308,0
1.17234E-4,12.002251737,0.297729761,0.298341174,0.111111111,0
1.20896E-4,12.252766779,0.305439257,0.29574152,0.112820513,0
1.23817E-4,12.510290767,0.311530032,0.293141867,0.116239316,0
1.26412E-4,12.760606973,0.316895834,0.290666006,0.116239316,0
1.28679E-4,13.003254271,0.321548181,0.288313939,0.116239316,0
1.30984E-4,13.250254457,0.326245191,0.285961872,0.11965812,0
1.32389E-4,13.500648492,0.329094315,0.283609804,0.11965812,0
1.34111E-4,13.754337848,0.332567382,0.281257737,0.11965812,0
1.36709E-4,14.011773925,0.33777516,0.27890567,0.121367521,0
1.3871E-4,14.259701721,0.341757229,0.276677395,0.124786325,0
1.40799E-4,14.510956908,0.345891358,0.274449121,0.124786325,0
1.42559E-4,14.752086851,0.349351535,0.27234464,0.124786325,0
1.4494E-4,15.011490872,0.354005015,0.270116365,0.126495726,0
1.46361E-4,15.25954212,0.356768307,0.268011884,0.126495726,0
1.48826E-4,15.510780849,0.361529258,0.265907403,0.128205128,0
1.50398E-4,15.750181267,0.364548971,0.263926715,0.128205128,0
1.52351E-4,16.00769687,0.368279613,0.261822233,0.12991453,0
1.5502E-4,16.254070053,0.373342536,0.259841545,0.133333333,0
1.56993E-4,16.503512575,0.377058255,0.257860857,0.136752137,0
1.59387E-4,16.756456812,0.381537801,0.255880168,0.143589744,0
1.6101E-4,17.012682687,0.38455695,0.25389948,0.147008547,0
1.63253E-4,17.256064816,0.38870424,0.252042585,0.148717949,0
1.65221E-4,17.502657878,0.392321296,0.25018569,0.157264957,0
1.67312E-4,17.751645485,0.396138781,0.248328794,0.160683761,0
1.68852E-4,18.003888094,0.398936946,0.246471899,0.162393162,0
1.70767E-4,18.258902429,0.402397182,0.244615004,0.165811966,0
1.72588E-4,18.516303434,0.405668928,0.242758108,0.167521368,0
1.73948E-4,18.758829927,0.408099668,0.241025006,0.169230769,0
1.75643E-4,19.003969123,0.411117661,0.239291904,0.172649573,0
1.76725E-4,19.250676432,0.413035279,0.237558802,0.177777778,0
1.78635E-4,19.51745938,0.416404982,0.235701906,0.181196581,0
1.80256E-4,19.750671761,0.419250566,0.234092597,0.182905983,0
1.82158E-4,20.004341328,0.422570805,0.232359495,0.182905983,0
1.83495E-4,20.260376091,0.424892862,0.230626393,0.184615385,0
1.85659E-4,20.500549527,0.428633156,0.229017083,0.186324786,0
1.87211E-4,20.761721404,0.431301189,0.227283981,0.188034188,0
1.88735E-4,21.005907539,0.433908035,0.225674672,0.191452991,0
1.90267E-4,21.252316234,0.436515654,0.224065363,0.191452991,0
1.92219E-4,21.500932439,0.43982234,0.222456053,0.193162393,0
1.95082E-4,21.752526686,0.444637554,0.220846744,0.196581197,0
1.96215E-4,22.007023625,0.446531116,0.219237435,0.2,0
1.98197E-4,22.263507769,0.449827885,0.217628126,0.206837607,0
1.99742E-4,22.502109602,0.452383735,0.21614261,0.208547009,0
2.02219E-4,22.763417991,0.456458494,0.2145333,0.21025641,0
2.03562E-4,23.006775952,0.458654324,0.213047784,0.215384615,0
2.04482E-4,23.251560518,0.460154994,0.211562268,0.215384615,0
2.0565E-4,23.518305688,0.462052115,0.209952959,0.217094017,0
2.0752E-4,23.766296333,0.465075698,0.208467442,0.217094017,0
2.09066E-4,24.016152953,0.46756313,0.206981926,0.217094017,0
2.10659E-4,24.268433358,0.47011419,0.20549641,0.222222222,0
2.12177E-4,24.501261887,0.472534485,0.204134687,0.222222222,0
2.13784E-4,24.756889822,0.475084013,0.202649171,0.222222222,0
2.15159E-4,25.014347577,0.47725439,0.201163654,0.223931624,0
2.167E-4,25.251946984,0.479676891,0.199801931,0.223931624,0
2.18247E-4,25.512968527,0.482098984,0.198316415,0.225641026,0
2.20139E-4,25.754190679,0.485044499,0.196954692,0.227350427,0
2.22801E-4,26.019922944,0.489161331,0.195469176,0.229059829,0
2.24257E-4,26.266123753,0.491397915,0.194107452,0.230769231,0
2.25387E-4,26.513463865,0.49312799,0.192745729,0.232478632,0
2.28146E-4,26.763484479,0.497326125,0.191384006,0.234188034,0
2.29418E-4,27.014926742,0.49925002,0.190022283,0.237606838,0
2.3111E-4,27.268313297,0.501797911,0.18866056,0.241025641,0
2.32907E-4,27.500304857,0.504490341,0.187422629,0.242735043,0
2.34228E-4,27.757313794,0.50645878,0.186060906,0.246153846,0
2.35589E-4,28.015581186,0.508479675,0.184699183,0.24957265,0
2.36732E-4,28.251792955,0.510171772,0.183461253,0.24957265,0
2.38219E-4,28.513151086,0.512361876,0.18209953,0.251282051,0
2.39617E-4,28.752129072,0.514413227,0.180861599,0.251282051,0
2.41536E-4,29.016808206,0.517213545,0.179499876,0.252991453,0
2.43247E-4,29.259130149,0.519697877,0.178261946,0.256410256,0
2.45302E-4,29.503387692,0.522664872,0.177024016,0.261538462,0
2.46601E-4,29.774116365,0.524530049,0.175662293,0.266666667,0
2.48482E-4,30.021860189,0.527219089,0.174424362,0.268376068,0
2.49677E-4,30.271073168,0.528919776,0.173186432,0.27008547,0
2.51707E-4,30.521696916,0.53179317,0.171948502,0.27008547,0
2.52891E-4,30.774163435,0.533461772,0.170710572,0.27008547,0
2.55127E-4,31.003098351,0.536596692,0.169596435,0.271794872,0
2.57902E-4,31.259809979,0.540457558,0.168358505,0.273504274,0
2.59141E-4,31.518460735,0.542170684,0.167120574,0.275213675,0
2.60155E-4,31.752265442,0.543566997,0.166006437,0.28034188,0
2.6136E-4,32.013179832,0.545222818,0.164768507,0.283760684,0
2.63113E-4,32.275462266,0.547619667,0.163530577,0.288888889,0
2.65132E-4,32.513546655,0.550365529,0.16241644,0.294017094,0
2.66852E-4,32.752814067,0.552691215,0.161302303,0.294017094,0
2.68795E-4,33.020971655,0.555303201,0.160064372,0.295726496,0
2.70703E-4,33.263751231,0.557854255,0.158950235,0.299145299,0
2.73333E-4,33.508872632,0.561346326,0.157836098,0.302564103,0
2.75891E-4,33.756174719,0.564715433,0.156721961,0.302564103,0
2.78113E-4,34.005751223,0.567621343,0.155607824,0.304273504,0
2.80136E-4,34.257184635,0.570251168,0.154493687,0.311111111,0
2.81415E-4,34.509827739,0.571904653,0.153379549,0.311111111,0
2.82742E-4,34.763879134,0.573614232,0.152265412,0.311111111,0
2.84943E-4,35.019399845,0.576433435,0.151151275,0.311111111,0
2.86265E-4,35.276760399,0.578119101,0.150037138,0.312820513,0
2.87994E-4,35.506542812,0.580312439,0.149046794,0.316239316,0
2.90052E-4,35.766833769,0.582908133,0.147932657,0.31965812,0
2.91968E-4,36.028837895,0.585310868,0.146818519,0.323076923,0
2.92856E-4,36.262819166,0.586419266,0.145828175,0.32991453,0
2.94984E-4,36.527234477,0.589064215,0.144714038,0.331623932,0
2.95778E-4,36.763618612,0.590046136,0.143723694,0.335042735,0
2.97312E-4,37.000708792,0.591937244,0.14273335,0.336752137,0
2.99222E-4,37.269476724,0.594280663,0.141619213,0.338461538,0
3.00388E-4,37.509350488,0.595704404,0.140628869,0.341880342,0
3.02956E-4,37.750791599,0.598822237,0.139638524,0.345299145,0
3.0446E-4,38.024089929,0.600636804,0.138524387,0.348717949,0
3.06407E-4,38.268632826,0.602974537,0.137534043,0.348717949,0
