X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-641964.6407,995446.7775,train,5.336756103270793E-4,72.77934203267421,0.6377440766284007
-906279.8783,-278305.692,train,7.655544138089567E-4,88.56064490910127,0.7163439972452983
-748350.2392,563714.2054,train,5.926814327620421E-4,78.67214832115602,0.6616050327228346
-207187.4268,750734.2609,train,3.3099562099846126E-4,44.37316040410462,0.5219616351853086
-249651.2885,-373874.4715,train,2.0580727326864468E-4,23.481812415700052,0.4043766201592449
-803996.0937,479543.6486,train,3.833920168209126E-4,53.25369848469727,0.5584455951642343
-790673.2054,882975.2391,train,3.574394324754618E-4,48.593865419822826,0.5410980378934672
-120729.8306,715153.6093,train,5.40876094478108E-4,74.26591735009076,0.6408345522855877
-731583.8369,-250679.7749,train,7.722188613236338E-4,88.83804666115657,0.7181019282202411
-515702.2813,-28866.6903,train,3.771880707455877E-4,52.01902352907858,0.5544190513213618
-963188.7139,293579.8762,train,8.618876128572392E-5,10.245484665647753,0.22137658414040942
-1046210.918,130695.8065,train,4.905568935091559E-4,68.13362686796594,0.61806406131953
22306.7576,510114.0591,train,3.923949353715927E-4,54.83494631635641,0.5641610028160036
-1134250.801,1075750.551,train,9.44582342950789E-5,11.110527652613468,0.2375707442791021
-667659.6359,1761358.597,train,3.08215951163978E-5,4.266300215502692,0.09229022524703608
-924206.892,-44733.9462,train,2.2560052933831548E-4,26.532565632822614,0.42667352397343955
-848865.6709,333463.3865,train,2.639812600377323E-4,33.262865557151095,0.4654740499755246
-553185.1797,804199.7926,train,6.410872342117799E-4,81.99722144101816,0.6789528072899971
-1001811.628,821677.2898,train,7.208777270950572E-4,85.53316442871451,0.7039684468601002
-334920.4871,269826.6544,train,3.2662333720216117E-4,43.66552459443889,0.5186427502536947
-1063728.989,854267.6186,train,1.0626649226082786E-4,12.140700524346945,0.2595609003425569
-811365.2338,129203.3991,train,5.905757354467114E-4,78.45538874576505,0.6608077371386948
