Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,humanmod_sept20 contribution,mar_sept20 contribution,mcmt_sept20 contribution,msp_sept20 contribution,mwmt_sept20 contribution,pas_sept20 contribution,propgrass_sept20 contribution,proptree_sept20 contribution,rugg_sept20 contribution,humanmod_sept20 permutation importance,mar_sept20 permutation importance,mcmt_sept20 permutation importance,msp_sept20 permutation importance,mwmt_sept20 permutation importance,pas_sept20 permutation importance,propgrass_sept20 permutation importance,proptree_sept20 permutation importance,rugg_sept20 permutation importance,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Logistic threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Logistic threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Bison,518,0.7723,0.9149,440,0.8552,8078,4.6233,17.7850,11.1620,0.0000,0.8973,0.4697,58.9500,4.7172,1.3956,7.3780,42.7545,22.2606,0.0000,2.8386,0.0000,12.0819,3.9880,8.6985,8.2242,0.2236,1.0000,0.0343,0.8003,0.0000,5.0000,0.1017,0.5100,0.0367,10.0000,0.2101,0.3772,0.0830,1.9264,0.0468,0.6979,0.0000,12.1046,0.2530,0.3448,0.0985,29.0129,0.4682,0.2180,0.2181,18.4065,0.3865,0.2820,0.1255,3.7098,0.0782,0.5708,0.0077,6.3810,0.1305,0.4616,0.0463
