Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
3.58971E-6,0.000358971,0.022368282,1,0,0
3.85191E-6,0.000744162,0.023962925,0.999906959,0,0
3.93171E-6,0.001137333,0.024447214,0.999813919,0,0
3.9866E-6,0.002723945,0.024780107,0.999441757,0,0
4.04002E-6,0.005137597,0.025103826,0.998883513,0,0
4.19432E-6,0.010088962,0.026037654,0.997767026,0,0
4.56396E-6,0.025412893,0.028267397,0.994510607,0,0
5.12728E-6,0.050186909,0.031645975,0.989765538,0,0
5.87411E-6,0.100420559,0.036089127,0.981298846,0,0
6.76959E-6,0.200114086,0.041363214,0.966784518,0,0
7.47463E-6,0.300060111,0.045475198,0.953758839,0,0
8.09144E-6,0.400604841,0.049043789,0.941756606,0,0
8.559E-6,0.500702224,0.051731132,0.930591738,0,0
9.09003E-6,0.600834585,0.054764942,0.920078154,0,0
9.51027E-6,0.700311166,0.057152071,0.910122814,0,0
9.70949E-6,0.750348129,0.058279562,0.905284704,0,0
9.85284E-6,0.800253135,0.059089137,0.900539635,0,0
1.022E-5,0.900667254,0.061156384,0.891235579,0,0
1.05719E-5,1.0002971,0.063128957,0.882303684,0,0
1.0905E-5,1.100169089,0.064989057,0.873650912,0,0
1.12189E-5,1.200878048,0.066734989,0.86518422,0,0
1.15013E-5,1.300866928,0.068299755,0.856996651,0,0
1.172E-5,1.400728343,0.069508432,0.848995162,0,0
1.19297E-5,1.500054758,0.070664473,0.841179754,0,0
1.24295E-5,1.750712887,0.073407714,0.822013398,0,0
1.30769E-5,2.000320837,0.076936626,0.803777447,0,0
1.38219E-5,2.250572821,0.080964784,0.786471902,0,0
1.45753E-5,2.500634601,0.085003351,0.770096762,0,0
1.53976E-5,2.750732762,0.089370098,0.754558988,0,0
1.62734E-5,3.00031442,0.093975591,0.739858578,0,0
1.71337E-5,3.250711742,0.098454486,0.725902493,0,0
1.79395E-5,3.501170589,0.102609951,0.712597693,0.001153403,0
1.88053E-5,3.750796588,0.107032279,0.699944176,0.001153403,0
1.97837E-5,4.001687403,0.111977104,0.687848902,0.002306805,0
2.07031E-5,4.251053904,0.116574296,0.676404913,0.002306805,0
2.16365E-5,4.500918378,0.121192952,0.665426126,0.002306805,0
2.24708E-5,4.750417673,0.12528093,0.654912542,0.002306805,0
2.34517E-5,5.000634207,0.130038481,0.64477112,0.00461361,0
2.45559E-5,5.251910456,0.135332548,0.635001861,0.008073818,0
2.54865E-5,5.501785504,0.139744756,0.625697804,0.019607843,0
2.64494E-5,5.750924023,0.144262615,0.61676591,0.025374856,0
2.72552E-5,6.000735487,0.14800701,0.608113137,0.028835063,0
