X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-641964.6407,995446.7775,train,5.193924665987287E-4,74.49029867738042,0.6435591371447313
-906279.8783,-278305.692,train,6.94350356724268E-4,88.50367949431427,0.7070630520595076
-748350.2392,563714.2054,train,5.866835249108889E-4,80.65048745639314,0.6709911545321775
-207187.4268,750734.2609,train,3.7180828144922184E-4,53.513774766064934,0.5637914926660054
-249651.2885,-373874.4715,train,2.1763052221920594E-4,25.697663318669797,0.43069516962641635
-803996.0937,479543.6486,train,3.354657300415205E-4,47.37348057499457,0.5383509222111756
-790673.2054,882975.2391,train,3.771683667982801E-4,54.29430157378149,0.5673083092588724
-120729.8306,715153.6093,train,5.357579474298921E-4,76.52928463000389,0.6506433339644788
-731583.8369,-250679.7749,train,7.195900422271342E-4,89.8760393405935,0.7144033968061398
-515702.2813,-28866.6903,train,3.5629056916003203E-4,51.05661166554466,0.5532800456092629
-963188.7139,293579.8762,train,8.99696658631407E-5,11.108866666966412,0.23824205574246574
-1046210.918,130695.8065,train,6.100307553236966E-4,82.80743578488716,0.6795479533533503
22306.7576,510114.0591,train,4.2063331607837784E-4,61.764377991452406,0.5938603812785255
-1134250.801,1075750.551,train,1.0326644324153654E-4,12.53932528265635,0.26415144404925917
-667659.6359,1761358.597,train,2.8012059925659635E-5,4.066161971567827,0.08873502075160629
-924206.892,-44733.9462,train,2.37473230219783E-4,29.001292226961713,0.45220653540130124
-848865.6709,333463.3865,train,2.600370773139088E-4,33.20275443199563,0.47477393869861056
-553185.1797,804199.7926,train,6.151190969872996E-4,83.17532831840698,0.6813540998695017
-1001811.628,821677.2898,train,6.828774397417516E-4,87.53818424637706,0.7036002217831395
-334920.4871,269826.6544,train,3.081074086059646E-4,42.03059187091332,0.5171518262140076
-1063728.989,854267.6186,train,1.0693345283844334E-4,12.838531815543892,0.27098960841693137
-811365.2338,129203.3991,train,6.0861854719697E-4,82.53184011032725,0.6790430434635766
-983194.3174,779385.5438,train,0.001614581347910971,99.3644454983062,0.8487738985321497
-603177.8253,-181783.1658,train,2.7994996386217837E-4,37.51665830830659,0.49319958690523075
-823482.2241,-180330.2486,train,9.592634814018281E-4,96.74515314241465,0.7692979982783339
-845286.3132,788267.6904,train,3.5260204604139073E-4,50.10657923096278,0.5507065509179451
-939715.815,883889.8808,train,8.891863645633939E-4,95.0312321600388,0.7555606122044068
