X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-641964.6407,995446.7775,train,3.342082276628552E-4,66.31402070543437,0.6149526638121271
-906279.8783,-278305.692,train,6.733657257023408E-4,94.0121047576397,0.7629105675548498
-748350.2392,563714.2054,train,6.24254377396318E-4,92.54330895651621,0.7489410915066288
-207187.4268,750734.2609,train,7.226319012021589E-5,12.035666128398667,0.2566849837593975
-249651.2885,-373874.4715,train,1.0199290004107706E-4,16.571757705225007,0.3276832784663033
-803996.0937,479543.6486,train,3.512632031717112E-4,70.02716751940348,0.6266684213868646
-790673.2054,882975.2391,train,2.1798030860077964E-4,43.125594162980185,0.5102034617404327
-120729.8306,715153.6093,train,1.734089711333525E-4,32.869801282140884,0.45315469037361583
-731583.8369,-250679.7749,train,3.6026561885804285E-4,71.75745426953473,0.6325696072435483
-515702.2813,-28866.6903,train,1.8076332570401784E-4,34.682151455749654,0.463466067618928
-963188.7139,293579.8762,train,1.3762940516865826E-4,24.86581177992133,0.39675113227932723
-1046210.918,130695.8065,train,9.203545057369605E-4,97.79221909580951,0.8147497973476533
22306.7576,510114.0591,train,1.0456230773660041E-4,17.039816334616916,0.3331878166198722
-1134250.801,1075750.551,train,5.822856255419609E-5,9.723074308675562,0.2176848623386071
-667659.6359,1761358.597,train,3.392762795626947E-5,5.590896371782196,0.1395112197187876
-924206.892,-44733.9462,train,5.290441281583485E-4,89.00763330236128,0.7165650989571849
-848865.6709,333463.3865,train,2.7144916362014304E-4,53.9195511564894,0.5646829143319577
-693122.1143,1776678.231,train,4.195873695037248E-5,6.996054323364424,0.16701965651277068
-553185.1797,804199.7926,train,3.994953097614005E-4,78.3790903808619,0.6562476635279614
-1001811.628,821677.2898,train,6.982569951534088E-4,94.70792207353433,0.7694134170597361
-334920.4871,269826.6544,train,2.821944098139877E-4,55.527561611446785,0.5742007328515717
-1063728.989,854267.6186,train,8.583485244968496E-5,14.115903865423885,0.2908704841146883
-811365.2338,129203.3991,train,2.0678704534337226E-4,40.52869780289637,0.4970261050673991
-983194.3174,779385.5438,train,4.604605369768823E-4,85.04215252319945,0.6875396541333644
-603177.8253,-181783.1658,train,2.3951136225715386E-4,48.01222186197937,0.5337027276770374
-823482.2241,-180330.2486,train,0.0016536536027985857,99.37260875996819,0.8876698127149601
-845286.3132,788267.6904,train,4.200365349112411E-4,81.11469222917866,0.667468249725958
-675072.2994,1782315.929,train,3.599771271336108E-5,5.920196484509358,0.14677408193800526
-939715.815,883889.8808,train,4.2997102124785137E-4,82.54218166990793,0.6726362150963812
-57558.6468,487351.8555,train,1.5578187797588074E-4,28.69617880788038,0.42674881438425155
-864739.307,331780.6167,train,1.7901845323059644E-4,34.261479114200355,0.4610549644863658
-708491.2941,1858893.5,train,4.3127824737865027E-5,7.198284235076665,0.17087808714461428
-439228.048,892149.1729,train,2.444365389758063E-4,49.05624475105364,0.5387646756874375
-880411.3693,-283998.0082,train,2.1233279631479852E-4,41.51991370302831,0.5036423406939672
-561761.0547,643141.9206,train,3.1654353119854963E-4,62.56927362439228,0.6020167989527123
-579694.5041,-194429.5082,train,1.5992695365598365E-4,29.70812776944925,0.4331850091843182
-911984.1692,-287850.6544,train,0.0014483588381560956,98.92187309031313,0.8737578226015781
-26850.3888,455438.5249,train,1.16265334426314E-4,19.876050020975626,0.35716039641538544
-1166328.52,1065104.725,train,6.774050437321268E-5,11.245922675219918,0.2445486859114485
-1028192.858,841821.2218,train,3.5396763485122764E-4,70.57290738236034,0.6284610302540407
-740686.7884,561980.9566,train,6.602838363211913E-4,93.75674083782718,0.7593436720892672
-965677.304,-71176.2844,train,5.74857026508803E-4,91.07187336849157,0.7331250601891348
