Predictor variable,Categorical,Sample average
100kmsq_mar_final,false,13.79103230715073
100kmsq_mcmt_final,false,-11.870530560767362
100kmsq_msp_final,false,245.70790080738178
100kmsq_mwmt_final,false,18.271539770058144
100kmsq_pas_final,false,106.1583044982699
100kmsq_propgrass_final.asc,false,0.5969016725901566
100kmsq_proptree_final.asc.asc,false,0.15861231327632114
100kmsq_ruggedness_final,false,0.004349489606681472
