X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-426917.14,351941.3605,train,2.792199783410663E-4,38.56803983582862,0.6600945734936605
-882963.896,172856.2271,train,2.557173206215784E-4,33.15043183937589,0.6277755625874424
-412501.1716,-110520.6856,train,2.9743519233781665E-4,42.38612466314383,0.6831995847203707
-699823.2884,926930.7903,train,5.862476093903019E-4,90.02917388452387,0.8962366648429424
-1008599.689,785677.8794,train,6.72371275915808E-4,95.54413872339951,0.925613480113003
-1029111.849,-156365.4679,train,5.389993313726609E-4,85.02961962989733,0.8754495565131534
-1024126.168,118383.7717,train,3.8266037706948046E-4,60.78376768797142,0.7721001340012253
-565852.4799,-253709.1959,train,2.341218324614717E-4,27.630446510348946,0.595376894342884
-1021849.606,83899.4048,train,5.073193721189946E-4,81.53886069735394,0.8592278256681503
-538501.8128,802707.2438,train,4.390671496268715E-4,71.19899369920559,0.8167385465948531
-852966.4777,-96899.9365,train,4.2728727901538566E-4,69.32586488026548,0.8082027292214184
-607526.4349,-259479.2219,train,2.844008152896402E-4,39.82864690379201,0.6668325244145812
-954127.6586,777999.3327,train,5.378802467527807E-4,84.79666843725605,0.8749097252970446
-1093050.976,-49987.7351,train,3.9933266779113404E-4,64.28923500950614,0.7863212416587725
-342819.3317,358654.0767,train,3.361221712642844E-4,50.99832103209457,0.7271941727340991
-86170.76,575047.3424,train,3.9017128641306506E-4,62.12971979872802,0.7786203053680615
-909978.9545,49794.5614,train,4.6035960991296895E-4,75.0629753513231,0.8312149679353728
-433581.2715,896008.1518,train,4.458097670687606E-4,72.4223317104589,0.8214522674070228
-1127159.195,1344235.897,train,4.653532943716271E-4,75.82724222180936,0.8344410944274028
-681922.0755,1720355.06,train,2.5435683853875786E-5,4.264037002054957,0.09362309466003271
-702861.2627,1786887.645,train,2.5569870560526257E-5,4.290204425836864,0.09409300612089555
-63032.5633,556477.6515,train,3.9853193936212024E-4,63.95898290905253,0.7856589808439092
-330710.6221,648700.814,train,5.105719611093267E-4,81.75056153094427,0.8609862740106875
-1005621.091,-126486.7878,train,4.710528845141254E-4,76.75964995829858,0.8380479784909872
-483061.0053,759037.8348,train,3.4479586005884864E-4,52.89462952505034,0.7361872677633382
-692217.9924,1774326.692,train,2.9865416253564294E-5,5.031766906629138,0.10900763475508668
-847574.174,337374.9147,train,2.854150309660955E-4,40.05176269115081,0.6681358483875389
-772451.4642,887474.9718,train,6.169959093067998E-4,92.52756078043704,0.9078625738793571
-1290213.932,1425069.5,train,2.500131350385363E-4,31.774353176933424,0.6194788779521597
-1117630.334,-14978.1553,train,5.822813986704833E-4,89.6031632382699,0.8946339261857224
-975785.9263,720529.7512,train,6.646363819419603E-4,95.32182757799778,0.9233563000657059
-491393.9003,666372.7922,train,4.632677842791406E-4,75.60545111062432,0.8331013360189135
-692105.1947,-249424.4364,train,3.4643878557278994E-4,53.278772976015595,0.7378569965380947
-508574.9564,90323.7438,train,3.5599962472817383E-4,55.5283585272531,0.7473662377448069
-471048.5568,765746.5108,train,4.560400817922916E-4,74.39117248671013,0.8283737108193339
-663750.4308,1734969.471,train,2.4521460986992944E-5,4.1006225367202624,0.09041506283753142
-907218.8056,-53902.8814,train,6.535360402736971E-4,94.55199356941196,0.9199968219616741
-1006482.386,69498.1372,train,6.592107953310538E-4,94.96083406034249,0.9217322680803968
-353329.1518,53759.7539,train,2.37642766453372E-4,28.45943086698796,0.6008453849110782
-744066.903,567546.9152,train,5.854396276296663E-4,89.91082817386227,0.895912150400716
-933072.1254,-248228.5101,train,6.786895441977264E-4,95.81495454024412,0.9274078465155409
-435054.8056,682164.1343,train,3.769788990423077E-4,59.566625394720106,0.7670408119088328
-472286.5784,86294.6046,train,2.9244531623970343E-4,41.46416063779524,0.6770310779475412
-1046773.2,130445.3746,train,7.034088542386231E-4,96.78189817706912,0.9340217380667882
-141491.9418,755981.6768,train,3.147302390694187E-4,46.50626826712075,0.7036821648505429
-924115.9004,717709.6927,train,5.456015485423273E-4,86.09327281662053,0.8785872940358901
-1031393.679,-1030.5201,train,5.729740743804277E-4,88.63538105744391,0.8907749680819501
-696918.1337,700271.7758,train,4.2406927757813534E-4,68.65603191339515,0.8058025575058039
-953706.0111,-66708.6034,train,4.3521745337838817E-4,70.60902530587349,0.8139916483546503
-504764.7046,820750.3616,train,5.388665228830115E-4,85.0149706832254,0.8753856135305449
-1056588.601,55272.5047,train,4.7571904738765266E-4,77.77151670163711,0.8409422990663691
-985604.7409,102763.0281,train,5.609197386308652E-4,87.53941632375091,0.8855662478615326
-347376.7186,876824.0121,train,3.7559053870240476E-4,59.20501861300772,0.7657875033937493
-1104746.624,-6769.2303,train,5.413246004989045E-4,85.28516157671102,0.8765637969601892
-961632.6315,-183788.2498,train,5.907447691135414E-4,90.6159736251104,0.8980244857358366
-683026.73,1730469.284,train,2.7065298771586944E-5,4.572900765240448,0.09931342247914543
-424706.8324,913086.6024,train,3.7842262217289063E-4,60.00515408012026,0.7683369852005653
-98482.3874,643728.2596,train,5.416835973300768E-4,85.3559444760035,0.8767349333046579
-847377.9783,337032.559,train,3.249573520519975E-4,48.80766355134668,0.715165468630462
-980554.7907,124697.1077,train,4.26509373292333E-4,69.14482676990396,0.8076252548871101
-480002.0434,683549.7578,train,4.047254325190058E-4,65.08494930909778,0.7907284684761025
-1103567.801,55782.768,train,4.901535998311606E-4,79.66746784245078,0.8495723070517054
-771760.5107,141030.8837,train,2.551365929399529E-4,33.039733746801865,0.6269392374247497
-905741.078,-277811.5667,train,5.488240575910693E-4,86.36115797052457,0.8800899760309873
-1026041.507,809026.0169,train,5.349773415633548E-4,84.25791651295887,0.8734984715587604
-447227.9822,172572.0672,train,2.9490789828863083E-4,41.92854600004037,0.6800901999947959
-978670.2892,856622.0207,train,6.151075458326691E-4,92.39787309980599,0.9071877077076683
-820046.8327,-179040.6044,train,6.22879319720615E-4,93.02104340646,0.9099338955270821
-579752.7474,672472.6235,train,6.332361189745049E-4,93.74420110317591,0.9134676374948726
-987024.4691,255993.2176,train,2.1374315281197067E-4,23.913986158129294,0.562221742098752
-320034.3512,848836.3718,train,3.9403677361923275E-4,62.87468697029732,0.7819028638223074
-1080568.436,-183321.4124,train,2.728439870775714E-4,36.803397249305064,0.6516149252593695
-693903.1194,999412.3529,train,5.524798575133643E-4,86.69642303266863,0.8817722003085463
-229617.0926,758359.1802,train,3.972168248701897E-4,63.63259492618868,0.7845668283525562
-232647.661,-383334.9608,train,2.6466287281522405E-4,35.255862768613014,0.6404240003245527
-998497.2554,697130.4214,train,5.369208788263519E-4,84.6299288662429,0.8744450769392331
-771819.1611,390609.45,train,2.874270506497977E-4,40.52851802551513,0.6707063358741857
-547222.5781,657491.0388,train,3.728364158975395E-4,58.69640718795007,0.7632812961162637
-895659.4099,878272.0383,train,5.743879753302492E-4,88.82189894741741,0.8913701715869221
-20723.5379,-450128.848,train,3.234674770521952E-4,48.437937095835366,0.7135207042626148
-612177.8277,1564647.841,train,4.2462574080828984E-5,6.973668320667895,0.15134543045422322
-641294.606,860338.3143,train,4.2592630979265786E-4,68.97490961791632,0.8071912809713384
-153778.4516,997393.3854,train,7.492450936370474E-5,10.945615591851636,0.2514049559968192
-151867.8538,-418778.8264,train,2.4182351499668075E-4,29.52682950630806,0.6072427592681258
-888061.7335,1023651.414,train,7.072225573766745E-4,96.92802657668526,0.9349870363833979
-562093.8648,-258090.6577,train,2.1509057719402738E-4,24.092298511177262,0.5644954707865176
-993965.4891,-213898.7925,train,4.1335212594140295E-4,66.41324799277525,0.7975903851409664
-51467.8063,521754.2343,train,2.715092798500055E-4,36.51630348285404,0.6498132503297791
-257553.7972,-466477.8368,train,2.76461059003893E-4,37.75539119084841,0.6564510233104316
-818392.9377,839974.142,train,2.789607112096384E-4,38.498817547832736,0.6597538253709061
-942601.3521,2330.8592,train,2.858440687703121E-4,40.24212032264998,0.6686856502689141
-176470.2356,-409092.3569,train,2.7338223342736453E-4,36.89379863006251,0.6523388598588464
-980459.5317,966615.5212,train,3.5201695779585036E-4,54.50227424982725,0.743447716290814
-1054992.154,-49681.1224,train,4.0105164762662933E-4,64.54856111281788,0.7877360600079956
-925368.9971,-311423.1629,train,5.926800835964977E-4,90.77461504414698,0.8987843476316969
-945443.571,-195334.9917,train,8.094785569846988E-4,98.26342594981409,0.9562101127258181
-993701.4628,747981.2203,train,7.471405510665143E-4,97.72594840831437,0.9442812027357896
-960449.2742,859174.2022,train,5.692455425080332E-4,88.25949739569346,0.8891896986265049
-502842.9548,975501.9793,train,1.861226695640853E-4,20.128293131148123,0.5129065183927939
-838358.9117,921784.573,train,5.23295042863475E-4,83.2569377183411,0.867656290044674
