Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.44758E-6,0.000144758,0.005578756,1,0,0
1.45517E-6,0.000290275,0.005607943,0.999876207,0,0
1.57842E-6,0.000601807,0.006081464,0.999628621,0,0
1.87533E-6,0.001139393,0.007221284,0.999257242,0,0
2.24281E-6,0.002629627,0.008630207,0.998390691,0,0
2.49057E-6,0.00502915,0.009579021,0.997152761,0,0
2.86473E-6,0.010200759,0.011010136,0.994800693,0,0
3.26256E-6,0.025299093,0.012529494,0.988734835,0,0
3.80013E-6,0.050059035,0.014578858,0.980069324,0,0
4.6654E-6,0.100311636,0.017868573,0.965461748,0,0
5.63525E-6,0.200067696,0.021542826,0.941445902,0,0
6.47842E-6,0.300482354,0.024726007,0.921020054,0,0
7.07091E-6,0.400243741,0.026956616,0.902822481,0,0
7.72988E-6,0.50013813,0.029431504,0.886110423,0,0
8.23151E-6,0.600636958,0.031311222,0.870512503,0,0
8.78697E-6,0.700424036,0.033388458,0.85602872,0,0
8.96288E-6,0.750114412,0.034045351,0.849096311,0,0
9.22048E-6,0.800148508,0.035006513,0.842287695,0,0
9.53552E-6,0.900479556,0.036180724,0.829041842,0,0
9.97358E-6,1.000094299,0.037811012,0.816414954,0,0
1.03606E-5,1.100752409,0.039248936,0.804159445,0,0
1.07711E-5,1.200152382,0.040772024,0.792522902,0,0
1.11016E-5,1.300812126,0.041996462,0.781133944,0,0
1.14823E-5,1.400340711,0.043404778,0.770240158,0,0
1.18551E-5,1.500745058,0.044782169,0.759593959,0,0
1.28472E-5,1.750215544,0.048437478,0.734587769,0,0
1.39082E-5,2.000142341,0.052331251,0.711438475,0,0
1.49405E-5,2.251382484,0.056104669,0.68989849,0.001709402,0
1.60945E-5,2.50149037,0.060304588,0.669967814,0.003418803,0
1.73842E-5,2.750257743,0.064976903,0.651646447,0.003418803,0
1.86259E-5,3.000622277,0.06945297,0.634439218,0.003418803,0
2.00191E-5,3.250370453,0.074449586,0.618469918,0.005128205,0
2.13371E-5,3.500265373,0.079152191,0.603490963,0.008547009,0
2.25377E-5,3.750543731,0.083415061,0.589378559,0.008547009,0
2.39586E-5,4.00067742,0.088434307,0.576008913,0.008547009,0
2.53738E-5,4.251969182,0.093406292,0.563382025,0.013675214,0
2.66548E-5,4.501773881,0.09788346,0.551497896,0.018803419,0
2.80938E-5,4.751108577,0.102886332,0.540232731,0.025641026,0
2.97102E-5,5.002925435,0.108472987,0.529462738,0.030769231,0
3.1053E-5,5.252437501,0.11308761,0.519311711,0.035897436,0
3.26824E-5,5.500793424,0.118654868,0.509655855,0.035897436,0
3.44271E-5,5.752821027,0.124577638,0.500371379,0.037606838,0
3.59854E-5,6.002664789,0.129833845,0.491582075,0.041025641,0
3.74942E-5,6.252667481,0.134893011,0.48316415,0.042735043,0
3.95233E-5,6.502494847,0.14165039,0.475117603,0.042735043,0
4.11052E-5,6.75215642,0.146881866,0.467442436,0.042735043,0
4.2644E-5,7.003275487,0.151940138,0.460014855,0.046153846,0
4.42036E-5,7.25082034,0.157036538,0.452958653,0.052991453,0
4.59629E-5,7.502874312,0.162748289,0.446026244,0.054700855,0
4.76831E-5,7.750783337,0.168295921,0.439465214,0.058119658,0
4.9471E-5,8.003520773,0.174022933,0.433027977,0.05982906,0
5.14833E-5,8.250852037,0.180421459,0.426962119,0.061538462,0
5.35524E-5,8.503470417,0.186948842,0.421020054,0.063247863,0
